session_id,task_id,model,domain,difficulty,source,error_type,tool_selected,tool_correct,final_correct,eps,weps,reached_output,cascade_count,cost
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0063_e62b63,ecommerce_s1_0063,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,get_product,True,False,1,1.0,True,1,0.00032738000000000005
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0062_8bbd9e,ecommerce_s1_0062,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,search_products,True,False,2,1.2,True,0,0.0009748500000000001
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0066_2ce056,ecommerce_s1_0066,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,get_product,True,False,1,1.0,True,1,0.00041056
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0068_dd2272,ecommerce_s1_0068,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,,False,True,0,0.0,False,0,0.00017513
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0064_2f1e1c,ecommerce_s1_0064,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,search_products,True,False,2,1.2,True,1,0.00108572
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0067_6b9e8f,ecommerce_s1_0067,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,search_products,True,False,2,1.2,True,1,0.0004645800000000001
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0071_979052,ecommerce_s1_0071,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,search_products,True,True,1,0.6,False,0,0.00030364
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0069_a2e887,ecommerce_s1_0069,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,get_product,True,True,0,0.0,False,0,0.00024270000000000002
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0065_05a4ab,ecommerce_s1_0065,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,search_products,True,False,2,1.2,True,0,0.0009801900000000001
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0073_538ffd,ecommerce_s1_0073,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.00022235
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0074_ed55b0,ecommerce_s1_0074,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,,False,True,0,0.0,False,0,0.00016606000000000002
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0075_400c72,ecommerce_s1_0075,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.00020971000000000002
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0072_32d817,ecommerce_s1_0072,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,get_product,True,False,1,1.0,True,1,0.00073842
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0070_65853e,ecommerce_s1_0070,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,search_products,True,False,2,1.2,True,1,0.00072942
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0076_8ec944,ecommerce_s1_0076,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,search_products,True,False,2,1.2,True,0,0.00074858
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0078_61ab9f,ecommerce_s1_0078,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,get_product,True,False,1,1.0,True,1,0.0006115000000000001
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0081_912fd3,ecommerce_s1_0081,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.00022538000000000001
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0079_ffe61a,ecommerce_s1_0079,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,search_products,True,False,2,1.2,True,1,0.0013901900000000001
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0080_0a8db8,ecommerce_s1_0080,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,search_products,True,False,2,1.2,True,0,0.0007214500000000001
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0084_37b2dc,ecommerce_s1_0084,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,get_product,True,True,0,0.0,False,1,0.00022738
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0077_03f8ce,ecommerce_s1_0077,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,search_products,True,False,2,1.2,True,1,0.0013593000000000001
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0085_fae37d,ecommerce_s1_0085,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.00023445000000000003
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0086_3c5ac1,ecommerce_s1_0086,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,search_products,True,False,2,1.2,True,0,0.0010469799999999999
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0082_564ba4,ecommerce_s1_0082,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,search_products,True,False,2,1.2,True,1,0.00106123
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0083_454d1d,ecommerce_s1_0083,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,search_products,True,False,2,1.2,True,0,0.00098729
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0087_377265,ecommerce_s1_0087,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,get_product,True,False,1,1.0,True,1,0.00068789
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0088_90a829,ecommerce_s1_0088,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,search_products,True,False,2,1.2,True,0,0.00085023
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0090_9ed8ba,ecommerce_s1_0090,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,get_product,True,False,1,1.0,True,1,0.00048103
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0089_2087b0,ecommerce_s1_0089,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,search_products,True,False,2,1.2,True,0,0.00116939
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0092_88f86a,ecommerce_s1_0092,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,search_products,True,False,2,1.2,True,0,0.00067238
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0093_2c3033,ecommerce_s1_0093,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,get_product,True,False,1,1.0,True,1,0.00042893
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0091_bcb00d,ecommerce_s1_0091,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,search_products,True,False,2,1.2,True,0,0.0007544
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0096_9f4822,ecommerce_s1_0096,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.00021438000000000002
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0097_0135f8,ecommerce_s1_0097,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.00021795
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0094_a0c50c,ecommerce_s1_0094,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,search_products,True,False,2,1.2,True,0,0.00076986
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0095_17a786,ecommerce_s1_0095,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,search_products,True,False,2,1.2,True,0,0.0011770500000000002
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0100_8bde46,ecommerce_s1_0100,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,,False,True,0,0.0,False,0,0.0002863
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0099_e96224,ecommerce_s1_0099,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,get_product,True,False,1,1.0,True,1,0.00068418
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0098_58a94f,ecommerce_s1_0098,deepseek_v3,ecommerce,medium,synthetic,semantic_wrong,search_products,True,True,1,0.6,False,0,0.00091392
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0101_a8a48e,ecommerce_s1_0101,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,get_product,True,False,1,1.0,True,1,0.0008311000000000001
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0103_8fdd46,ecommerce_s1_0103,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,search_products,True,True,1,0.6,False,1,0.0005081700000000001
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0105_e21e2b,ecommerce_s1_0105,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,,False,True,0,0.0,False,0,0.00035954000000000004
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0106_5a78a5,ecommerce_s1_0106,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,,False,True,0,0.0,False,0,0.00029454000000000004
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0107_903fc8,ecommerce_s1_0107,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,,False,True,0,0.0,False,0,0.00025616
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0109_5a173d,ecommerce_s1_0109,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.0003017
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0104_0ff798,ecommerce_s1_0104,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,get_product,True,False,1,1.0,True,1,0.0009870900000000001
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0102_b56c43,ecommerce_s1_0102,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,search_products,True,True,1,0.6,False,1,0.00133894
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0108_43945a,ecommerce_s1_0108,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.0003158100000000001
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0112_694e67,ecommerce_s1_0112,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,,False,True,0,0.0,False,0,0.00036247
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0110_878105,ecommerce_s1_0110,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,get_product,True,False,1,1.0,True,1,0.0007844500000000001
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0113_a2bd15,ecommerce_s1_0113,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.00025589
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0114_c2ed1f,ecommerce_s1_0114,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,,False,True,0,0.0,False,0,0.00027181000000000004
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0116_3ddbb3,ecommerce_s1_0116,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,,False,True,0,0.0,False,0,0.00025479
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0115_bf23f0,ecommerce_s1_0115,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,,False,True,0,0.0,False,0,0.0002929
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0118_2728d2,ecommerce_s1_0118,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,,False,True,0,0.0,False,0,0.00027393000000000003
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0111_a5bc2d,ecommerce_s1_0111,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,,False,True,0,0.0,False,0,0.0004904400000000001
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0120_e682b7,ecommerce_s1_0120,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,,False,True,0,0.0,False,0,0.00028364
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0117_7e35a9,ecommerce_s1_0117,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,,False,True,0,0.0,False,0,0.00045744000000000004
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0119_586478,ecommerce_s1_0119,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,get_product,True,True,0,0.0,False,1,0.00101255
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0121_cd277c,ecommerce_s1_0121,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,search_products,True,True,1,0.6,False,0,0.0009531800000000001
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0123_0f6256,ecommerce_s1_0123,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,,False,True,0,0.0,False,0,0.00027318
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0122_3ca010,ecommerce_s1_0122,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.00030429
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0124_91b057,ecommerce_s1_0124,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,search_products,True,True,1,0.6,False,1,0.0005598300000000001
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0127_b4de9e,ecommerce_s1_0127,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,,False,True,0,0.0,False,0,0.00026980000000000005
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0128_3fe5ce,ecommerce_s1_0128,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,,False,True,0,0.0,False,0,0.00023636000000000002
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0030_75755f,ecommerce_s1_0030,gemini_20_flash,ecommerce,easy,synthetic,semantic_wrong,,False,True,0,0.0,False,0,3.0400000000000004e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0031_504650,ecommerce_s1_0031,gemini_20_flash,ecommerce,easy,synthetic,semantic_wrong,,False,False,0,0.0,False,0,4.8200000000000006e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0032_cde3d1,ecommerce_s1_0032,gemini_20_flash,ecommerce,easy,synthetic,semantic_wrong,,False,True,0,0.0,False,0,4.16e-05
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0125_39e179,ecommerce_s1_0125,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,get_product,True,False,1,1.0,True,1,0.0008147600000000001
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0033_341689,ecommerce_s1_0033,gemini_20_flash,ecommerce,easy,synthetic,semantic_wrong,,False,True,0,0.0,False,0,3.8100000000000005e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0034_2f96e9,ecommerce_s1_0034,gemini_20_flash,ecommerce,easy,synthetic,semantic_wrong,,False,True,0,0.0,False,0,4.910000000000001e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0035_964e21,ecommerce_s1_0035,gemini_20_flash,ecommerce,easy,synthetic,semantic_wrong,,False,True,0,0.0,False,0,3.0400000000000004e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0036_6aa5a5,ecommerce_s1_0036,gemini_20_flash,ecommerce,easy,synthetic,semantic_wrong,,False,True,0,0.0,False,0,4.9e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0037_68eab7,ecommerce_s1_0037,gemini_20_flash,ecommerce,easy,synthetic,semantic_wrong,,False,True,0,0.0,False,0,8.12e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0038_ed6c8d,ecommerce_s1_0038,gemini_20_flash,ecommerce,easy,synthetic,semantic_wrong,,False,True,0,0.0,False,0,8.05e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0039_f82ad7,ecommerce_s1_0039,gemini_20_flash,ecommerce,easy,synthetic,semantic_wrong,,False,True,0,0.0,False,0,5.000000000000001e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0040_99d11c,ecommerce_s1_0040,gemini_20_flash,ecommerce,easy,synthetic,semantic_wrong,,False,True,0,0.0,False,0,2.8800000000000002e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0041_1aebfa,ecommerce_s1_0041,gemini_20_flash,ecommerce,easy,synthetic,semantic_wrong,,False,False,0,0.0,False,0,3.86e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0043_621974,ecommerce_s1_0043,gemini_20_flash,ecommerce,easy,synthetic,semantic_wrong,,False,True,0,0.0,False,0,7.690000000000001e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0042_6ee96b,ecommerce_s1_0042,gemini_20_flash,ecommerce,easy,synthetic,semantic_wrong,,False,True,0,0.0,False,0,0.00010240000000000001
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0045_7152fc,ecommerce_s1_0045,gemini_20_flash,ecommerce,easy,synthetic,semantic_wrong,,False,True,0,0.0,False,0,3e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0044_fe73ef,ecommerce_s1_0044,gemini_20_flash,ecommerce,easy,synthetic,semantic_wrong,,False,True,0,0.0,False,0,4.910000000000001e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0046_c93001,ecommerce_s1_0046,gemini_20_flash,ecommerce,easy,synthetic,semantic_wrong,,False,False,0,0.0,False,0,4.66e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0047_3d1aac,ecommerce_s1_0047,gemini_20_flash,ecommerce,easy,synthetic,semantic_wrong,,False,True,0,0.0,False,0,0.00010400000000000001
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0048_4e6fce,ecommerce_s1_0048,gemini_20_flash,ecommerce,easy,synthetic,semantic_wrong,,False,True,0,0.0,False,0,8.690000000000001e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0049_e3deab,ecommerce_s1_0049,gemini_20_flash,ecommerce,easy,synthetic,semantic_wrong,,False,True,0,0.0,False,0,4.9500000000000004e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0051_9ad61c,ecommerce_s1_0051,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,7.510000000000001e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0050_f8fa19,ecommerce_s1_0050,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,8.530000000000001e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0053_e238f1,ecommerce_s1_0053,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,6.81e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0052_adb4fc,ecommerce_s1_0052,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,8.16e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0054_1213e6,ecommerce_s1_0054,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,7.91e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0055_4bbd70,ecommerce_s1_0055,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,7.48e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0057_fe1220,ecommerce_s1_0057,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,7.63e-05
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0129_86345c,ecommerce_s1_0129,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,search_products,True,True,1,0.6,False,1,0.00138411
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0058_4c78aa,ecommerce_s1_0058,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,7.16e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0056_ae2155,ecommerce_s1_0056,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,search_products,True,False,2,1.2,True,0,0.00028060000000000004
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0059_a38fd6,ecommerce_s1_0059,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,8.450000000000001e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0060_e93f8a,ecommerce_s1_0060,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,8.120000000000001e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0061_077832,ecommerce_s1_0061,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,8.32e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0063_42e732,ecommerce_s1_0063,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,7.510000000000001e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0064_bcfd41,ecommerce_s1_0064,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.00010480000000000001
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0065_bd2f2a,ecommerce_s1_0065,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,7.13e-05
p2_semantic_wrong_deepseek_v3_ecommerce_s1_0126_bf4e2e,ecommerce_s1_0126,deepseek_v3,ecommerce,hard,synthetic,semantic_wrong,,False,True,0,0.0,False,0,0.00052371
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0062_116b6f,ecommerce_s1_0062,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,search_products,True,False,2,1.2,True,0,0.00032780000000000005
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0066_d80a6e,ecommerce_s1_0066,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,7.670000000000001e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0067_bcbf92,ecommerce_s1_0067,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,8.480000000000001e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0068_a66a26,ecommerce_s1_0068,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,search_products,True,False,2,1.2,True,1,3.09e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0070_b519b2,ecommerce_s1_0070,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,7.52e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0069_a9cf40,ecommerce_s1_0069,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,7.510000000000001e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0072_80fbd0,ecommerce_s1_0072,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,7.070000000000001e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0073_7fef08,ecommerce_s1_0073,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,9.480000000000001e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0075_f51238,ecommerce_s1_0075,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,7.510000000000001e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0076_ebe08f,ecommerce_s1_0076,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,8.480000000000001e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0071_9ee8a4,ecommerce_s1_0071,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,search_products,True,False,2,1.2,True,1,0.000268
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0077_1232dd,ecommerce_s1_0077,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,4.8500000000000007e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0078_d77214,ecommerce_s1_0078,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,7.92e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0079_80f904,ecommerce_s1_0079,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,7.49e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0074_ac3c8f,ecommerce_s1_0074,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,search_products,True,False,2,1.2,True,0,0.00030960000000000004
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0081_767a64,ecommerce_s1_0081,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,7.92e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0083_c0530a,ecommerce_s1_0083,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,6.85e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0082_e2a98e,ecommerce_s1_0082,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.0001212
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0084_7c797e,ecommerce_s1_0084,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,7.52e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0080_e32771,ecommerce_s1_0080,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,search_products,True,False,2,1.2,True,1,0.00026720000000000004
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0085_c90338,ecommerce_s1_0085,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,8.680000000000001e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0086_1fe2c7,ecommerce_s1_0086,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,7.890000000000001e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0087_445885,ecommerce_s1_0087,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,7.47e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0088_829105,ecommerce_s1_0088,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.00010360000000000001
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0091_42a382,ecommerce_s1_0091,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,6.52e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0090_d62e4b,ecommerce_s1_0090,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,7.670000000000001e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0092_5865a7,ecommerce_s1_0092,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,6.69e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0094_1ec8ba,ecommerce_s1_0094,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,8.32e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0093_92c361,ecommerce_s1_0093,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,7.800000000000001e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0089_78f0d1,ecommerce_s1_0089,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,search_products,True,False,2,1.2,True,0,0.00046100000000000004
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0097_411e9d,ecommerce_s1_0097,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,7.760000000000002e-05
