session_id,task_id,model,domain,difficulty,injection_turn,num_turns,propagation_depth,propagation_rate,compounding_score,self_correction_turn,self_corrected,final_correct,cost
p3_deepseek_v3_calendar_093_eb5cef,calendar_093,deepseek_v3,calendar,medium,2,8,0,0.0,0.0,-1,0,True,0.011566
p3_deepseek_v3_medical_094_00a30f,medical_094,deepseek_v3,medical,medium,2,8,1,0.0,0.0,-1,0,False,0.00450063
p3_deepseek_v3_medical_021_cbe7f5,medical_021,deepseek_v3,medical,easy,2,8,0,0.0,0.0,-1,0,True,0.0017840100000000002
p3_deepseek_v3_weather_028_b0dc38,weather_028,deepseek_v3,weather,easy,2,8,0,0.0,0.0,-1,0,True,0.00700309
p3_deepseek_v3_calendar_006_a5cf33,calendar_006,deepseek_v3,calendar,easy,2,8,0,0.0,0.0,-1,0,True,0.009579810000000001
p3_deepseek_v3_weather_091_b147c7,weather_091,deepseek_v3,weather,medium,2,8,1,0.167,0.0,4,1,False,0.0060700500000000004
p3_deepseek_v3_medical_001_f30b1e,medical_001,deepseek_v3,medical,easy,2,8,0,0.0,0.0,-1,0,True,0.006802699999999999
p3_deepseek_v3_calendar_010_faff7a,calendar_010,deepseek_v3,calendar,easy,2,8,3,0.5,0.0,6,1,True,0.0023357200000000003
p3_deepseek_v3_weather_031_6980ec,weather_031,deepseek_v3,weather,easy,2,8,0,0.0,0.0,-1,0,True,0.00342692
p3_deepseek_v3_weather_035_0d741c,weather_035,deepseek_v3,weather,easy,2,8,0,0.0,0.0,-1,0,True,0.0038969900000000003
p3_deepseek_v3_medical_069_867bac,medical_069,deepseek_v3,medical,medium,2,8,0,0.0,0.0,-1,0,True,0.0060665300000000005
p3_deepseek_v3_weather_011_89c915,weather_011,deepseek_v3,weather,easy,2,8,0,0.0,0.0,-1,0,True,0.004920560000000001
p3_deepseek_v3_medical_032_f02b8a,medical_032,deepseek_v3,medical,easy,2,8,1,0.167,0.0,5,1,True,0.0033035800000000004
p3_deepseek_v3_calendar_016_bdf4de,calendar_016,deepseek_v3,calendar,easy,2,8,1,0.0,0.0,-1,0,False,0.00846054
p3_deepseek_v3_medical_049_217c5b,medical_049,deepseek_v3,medical,easy,2,8,1,0.0,0.0,-1,0,False,0.0037503500000000004
p3_deepseek_v3_calendar_003_76a953,calendar_003,deepseek_v3,calendar,easy,2,8,0,0.0,0.0,-1,0,True,0.006775990000000001
p3_deepseek_v3_calendar_060_7fb160,calendar_060,deepseek_v3,calendar,medium,2,8,1,0.0,0.0,-1,0,False,0.00528624
p3_deepseek_v3_calendar_053_11bffe,calendar_053,deepseek_v3,calendar,medium,2,8,1,0.0,0.0,-1,0,False,0.016195430000000004
p3_deepseek_v3_calendar_024_75de63,calendar_024,deepseek_v3,calendar,easy,2,8,1,0.0,0.0,-1,0,False,0.009276650000000001
p3_deepseek_v3_calendar_066_d0b68f,calendar_066,deepseek_v3,calendar,medium,2,8,0,0.0,0.0,-1,0,True,0.008011750000000002
p3_deepseek_v3_medical_060_014cf4,medical_060,deepseek_v3,medical,medium,2,8,1,0.0,0.0,-1,0,False,0.0050693100000000005
p3_deepseek_v3_calendar_029_def69f,calendar_029,deepseek_v3,calendar,easy,2,8,0,0.0,0.0,-1,0,True,0.005799690000000001
p3_deepseek_v3_calendar_096_2fc27f,calendar_096,deepseek_v3,calendar,medium,2,8,1,0.0,0.0,-1,0,False,0.011665100000000001
p3_deepseek_v3_weather_057_c50a78,weather_057,deepseek_v3,weather,medium,2,8,1,0.0,0.0,-1,0,False,0.006488819999999999
p3_deepseek_v3_weather_079_d7c244,weather_079,deepseek_v3,weather,medium,2,8,0,0.0,0.0,-1,0,True,0.00819999
p3_deepseek_v3_weather_071_278b76,weather_071,deepseek_v3,weather,medium,2,8,5,0.833,0.0,7,1,True,0.00613132
p3_deepseek_v3_medical_020_ca0ca8,medical_020,deepseek_v3,medical,easy,2,8,1,0.167,0.0,5,1,True,0.0033165499999999997
p3_deepseek_v3_medical_003_4817de,medical_003,deepseek_v3,medical,easy,2,8,1,0.0,0.0,-1,0,False,0.00573301
p3_deepseek_v3_medical_035_a7541c,medical_035,deepseek_v3,medical,easy,2,8,1,0.167,0.0,5,1,True,0.007776450000000001
p3_deepseek_v3_calendar_039_98c368,calendar_039,deepseek_v3,calendar,easy,2,8,1,0.167,0.0,5,1,False,0.006741800000000001
p3_deepseek_v3_medical_074_59e0ae,medical_074,deepseek_v3,medical,medium,2,8,1,0.167,0.0,5,1,False,0.006594420000000001
p3_deepseek_v3_weather_088_52b8ef,weather_088,deepseek_v3,weather,medium,2,8,1,0.0,0.0,-1,0,False,0.0068122700000000005
p3_deepseek_v3_calendar_008_f51a3d,calendar_008,deepseek_v3,calendar,easy,2,8,0,0.0,0.0,-1,0,True,0.00424805
p3_deepseek_v3_medical_096_2897fa,medical_096,deepseek_v3,medical,medium,2,8,2,0.333,0.0,5,1,False,0.00475827
p3_deepseek_v3_calendar_087_82b313,calendar_087,deepseek_v3,calendar,medium,2,8,1,0.0,0.0,-1,0,False,0.011206990000000002
p3_deepseek_v3_calendar_051_139573,calendar_051,deepseek_v3,calendar,medium,2,8,1,0.0,0.0,-1,0,False,0.00870034
p3_deepseek_v3_calendar_084_1347f4,calendar_084,deepseek_v3,calendar,medium,2,8,0,0.0,0.0,-1,0,True,0.006271810000000001
p3_deepseek_v3_weather_041_ce33fd,weather_041,deepseek_v3,weather,easy,2,8,1,0.0,0.0,-1,0,False,0.0045134500000000004
p3_deepseek_v3_calendar_073_8d7bad,calendar_073,deepseek_v3,calendar,medium,2,8,1,0.0,0.0,-1,0,False,0.006626449999999999
p3_deepseek_v3_calendar_075_a1d129,calendar_075,deepseek_v3,calendar,medium,2,8,2,0.333,0.0,4,1,False,0.00274794
p3_deepseek_v3_calendar_043_f212a8,calendar_043,deepseek_v3,calendar,easy,2,8,0,0.0,0.0,-1,0,True,0.005902050000000001
p3_deepseek_v3_weather_080_ef25a1,weather_080,deepseek_v3,weather,medium,2,8,1,0.0,0.0,-1,0,False,0.008786270000000002
p3_deepseek_v3_medical_030_f4ae66,medical_030,deepseek_v3,medical,easy,2,8,0,0.0,0.0,-1,0,True,0.0038472000000000003
p3_deepseek_v3_calendar_020_06d2ce,calendar_020,deepseek_v3,calendar,easy,2,8,6,1.0,-0.655,-1,0,True,0.0025887
p3_deepseek_v3_weather_016_d5b4c9,weather_016,deepseek_v3,weather,easy,2,8,0,0.0,0.0,-1,0,True,0.0046155200000000006
p3_deepseek_v3_medical_059_a99371,medical_059,deepseek_v3,medical,medium,2,8,0,0.0,0.0,-1,0,True,0.00400789
