session_id,task_id,model,domain,condition,seed,injection_applied,final_correct,hallucination,eps,cost,steps
seed_1_p2_semantic_gpt4o_mini_weather_012_2793fb,weather_012,gpt4o_mini,weather,p2_semantic,1,False,True,False,0.0,6.869999999999999e-05,2
seed_1_p2_semantic_gpt4o_mini_medical_047_7db55b,medical_047,gpt4o_mini,medical,p2_semantic,1,False,True,False,0.0,6.24e-05,2
seed_1_p2_semantic_gpt4o_mini_toolbench_syn_0096_416892,toolbench_syn_0096,gpt4o_mini,weather,p2_semantic,1,False,False,True,0.0,4.77e-05,2
seed_1_p2_semantic_gpt4o_mini_halueval_0042_b84015,halueval_0042,gpt4o_mini,knowledge,p2_semantic,1,False,False,True,0.0,8.999999999999999e-05,2
seed_1_p2_semantic_gpt4o_mini_toolbench_syn_0045_909450,toolbench_syn_0045,gpt4o_mini,weather,p2_semantic,1,False,False,True,0.0,3.78e-05,2
seed_1_p2_semantic_gpt4o_mini_halueval_0025_35d0db,halueval_0025,gpt4o_mini,knowledge,p2_semantic,1,False,False,True,0.0,6.644999999999999e-05,2
seed_1_p2_semantic_gpt4o_mini_weather_090_8b75ab,weather_090,gpt4o_mini,weather,p2_semantic,1,False,False,True,0.0,7.274999999999999e-05,2
seed_1_p2_semantic_gpt4o_mini_halueval_0026_79d705,halueval_0026,gpt4o_mini,knowledge,p2_semantic,1,False,False,True,0.0,7.065e-05,2
seed_1_p2_semantic_gpt4o_mini_weather_027_1588c6,weather_027,gpt4o_mini,weather,p2_semantic,1,False,False,True,0.0,6.81e-05,2
seed_1_p2_semantic_gpt4o_mini_weather_078_5e1edd,weather_078,gpt4o_mini,weather,p2_semantic,1,False,True,False,0.0,0.00010515,2
seed_1_p2_semantic_gpt4o_mini_calendar_085_9c6758,calendar_085,gpt4o_mini,calendar,p2_semantic,1,False,True,False,0.0,0.00010935,2
seed_1_p2_semantic_gpt4o_mini_medical_008_b9018c,medical_008,gpt4o_mini,medical,p2_semantic,1,False,True,False,0.0,5.655e-05,2
seed_1_p2_semantic_gpt4o_mini_medical_063_d69128,medical_063,gpt4o_mini,medical,p2_semantic,1,True,True,False,2.0,0.00021194999999999997,8
seed_1_p2_semantic_gpt4o_mini_weather_096_ffeacc,weather_096,gpt4o_mini,weather,p2_semantic,1,True,False,True,2.0,0.0005991,15
seed_1_p2_semantic_gpt4o_mini_halueval_0019_2e251d,halueval_0019,gpt4o_mini,knowledge,p2_semantic,1,False,False,True,0.0,5.8949999999999996e-05,2
seed_1_p2_semantic_gpt4o_mini_calendar_083_dfc0d3,calendar_083,gpt4o_mini,calendar,p2_semantic,1,True,True,False,2.0,0.0004014,11
seed_1_p2_semantic_gpt4o_mini_calendar_001_a70a37,calendar_001,gpt4o_mini,calendar,p2_semantic,1,False,True,False,0.0,8.19e-05,2
seed_1_p2_semantic_gpt4o_mini_toolbench_syn_0094_0d21d8,toolbench_syn_0094,gpt4o_mini,medical,p2_semantic,1,False,True,False,0.0,5.73e-05,2
seed_1_p2_semantic_gpt4o_mini_calendar_056_e07bfe,calendar_056,gpt4o_mini,calendar,p2_semantic,1,True,False,True,3.0,0.0002184,8
seed_2_p2_semantic_gpt4o_mini_halueval_0039_09db79,halueval_0039,gpt4o_mini,knowledge,p2_semantic,2,False,False,True,0.0,6.585e-05,2
seed_2_p2_semantic_gpt4o_mini_weather_089_fefb08,weather_089,gpt4o_mini,weather,p2_semantic,2,True,False,True,3.0,0.0004968,15
seed_2_p2_semantic_gpt4o_mini_toolbench_syn_0003_d41580,toolbench_syn_0003,gpt4o_mini,calendar,p2_semantic,2,False,True,False,0.0,6.765e-05,2
seed_2_p2_semantic_gpt4o_mini_weather_051_52da52,weather_051,gpt4o_mini,weather,p2_semantic,2,False,True,False,0.0,7.455e-05,2
seed_2_p2_semantic_gpt4o_mini_calendar_100_3fdc92,calendar_100,gpt4o_mini,calendar,p2_semantic,2,True,False,True,3.0,0.00022274999999999997,8
seed_2_p2_semantic_gpt4o_mini_weather_097_90c19e,weather_097,gpt4o_mini,weather,p2_semantic,2,True,True,False,2.0,0.0005571,11
seed_2_p2_semantic_gpt4o_mini_calendar_032_51cd36,calendar_032,gpt4o_mini,calendar,p2_semantic,2,True,False,True,3.0,0.00020175,8
seed_2_p2_semantic_gpt4o_mini_medical_098_0fb5a6,medical_098,gpt4o_mini,medical,p2_semantic,2,True,False,True,3.0,0.00042464999999999994,14
seed_2_p2_semantic_gpt4o_mini_calendar_021_f48825,calendar_021,gpt4o_mini,calendar,p2_semantic,2,False,True,False,0.0,7.934999999999999e-05,2
seed_2_p2_semantic_gpt4o_mini_toolbench_syn_0058_a3b25e,toolbench_syn_0058,gpt4o_mini,weather,p2_semantic,2,False,False,True,0.0,4.47e-05,2
seed_2_p2_semantic_gpt4o_mini_toolbench_syn_0070_cee4eb,toolbench_syn_0070,gpt4o_mini,medical,p2_semantic,2,False,False,True,0.0,4.2149999999999995e-05,2
seed_2_p2_semantic_gpt4o_mini_weather_038_486aa7,weather_038,gpt4o_mini,weather,p2_semantic,2,False,True,False,0.0,4.365e-05,2
seed_2_p2_semantic_gpt4o_mini_weather_005_ea9a81,weather_005,gpt4o_mini,weather,p2_semantic,2,False,False,True,0.0,4.6949999999999996e-05,2
seed_2_p2_semantic_gpt4o_mini_calendar_081_d50a2f,calendar_081,gpt4o_mini,calendar,p2_semantic,2,True,True,False,2.0,0.00042915,11
seed_2_p2_semantic_gpt4o_mini_toolbench_syn_0004_4a53ef,toolbench_syn_0004,gpt4o_mini,weather,p2_semantic,2,False,False,True,0.0,3.9e-05,2
seed_2_p2_semantic_gpt4o_mini_calendar_061_54480a,calendar_061,gpt4o_mini,calendar,p2_semantic,2,True,True,False,2.0,0.0005113499999999999,14
seed_2_p2_semantic_gpt4o_mini_toolbench_syn_0074_4562b2,toolbench_syn_0074,gpt4o_mini,weather,p2_semantic,2,False,False,True,0.0,3.9e-05,2
seed_2_p2_semantic_gpt4o_mini_calendar_089_8a1731,calendar_089,gpt4o_mini,calendar,p2_semantic,2,False,False,True,0.0,9.72e-05,2
seed_2_p2_semantic_gpt4o_mini_halueval_0053_9893e8,halueval_0053,gpt4o_mini,knowledge,p2_semantic,2,False,False,True,0.0,0.00017654999999999998,5
seed_2_p2_semantic_gpt4o_mini_halueval_0068_ab4c54,halueval_0068,gpt4o_mini,knowledge,p2_semantic,2,False,False,True,0.0,9.3e-05,2
seed_2_p2_semantic_gpt4o_mini_weather_094_c161be,weather_094,gpt4o_mini,weather,p2_semantic,2,True,True,False,2.0,0.0005361,11
seed_2_p2_semantic_gpt4o_mini_toolbench_syn_0040_33655a,toolbench_syn_0040,gpt4o_mini,medical,p2_semantic,2,False,False,True,0.0,4.2149999999999995e-05,2
seed_2_p2_semantic_gpt4o_mini_weather_095_a3c8be,weather_095,gpt4o_mini,weather,p2_semantic,2,True,True,False,2.0,0.0004996499999999999,14
seed_2_p2_semantic_gpt4o_mini_halueval_0008_eb251c,halueval_0008,gpt4o_mini,knowledge,p2_semantic,2,False,False,True,0.0,7.74e-05,2
seed_2_p2_semantic_gpt4o_mini_halueval_0007_f51315,halueval_0007,gpt4o_mini,knowledge,p2_semantic,2,False,False,True,0.0,8.984999999999999e-05,2
seed_2_p2_semantic_gpt4o_mini_medical_093_5ae7c5,medical_093,gpt4o_mini,medical,p2_semantic,2,True,True,False,2.0,0.00044025,14
seed_2_p2_semantic_gpt4o_mini_medical_014_ebefac,medical_014,gpt4o_mini,medical,p2_semantic,2,False,False,True,0.0,4.4999999999999996e-05,2
seed_2_p2_semantic_gpt4o_mini_toolbench_syn_0034_d55952,toolbench_syn_0034,gpt4o_mini,calendar,p2_semantic,2,True,True,False,2.0,0.0001638,8
seed_2_p2_semantic_gpt4o_mini_calendar_028_34c813,calendar_028,gpt4o_mini,calendar,p2_semantic,2,False,True,False,0.0,7.47e-05,2
seed_2_p2_semantic_gpt4o_mini_calendar_088_428ad8,calendar_088,gpt4o_mini,calendar,p2_semantic,2,True,False,True,3.0,0.000216,8
seed_2_p2_semantic_gpt4o_mini_weather_012_cc3516,weather_012,gpt4o_mini,weather,p2_semantic,2,False,False,True,0.0,5.37e-05,2
seed_2_p2_semantic_gpt4o_mini_weather_007_418441,weather_007,gpt4o_mini,weather,p2_semantic,2,False,False,True,0.0,5.73e-05,2
seed_2_p2_semantic_gpt4o_mini_toolbench_syn_0096_c89956,toolbench_syn_0096,gpt4o_mini,weather,p2_semantic,2,False,False,True,0.0,4.47e-05,2
seed_2_p2_semantic_gpt4o_mini_medical_047_2bf767,medical_047,gpt4o_mini,medical,p2_semantic,2,False,True,False,0.0,6.12e-05,2
seed_2_p2_semantic_gpt4o_mini_halueval_0042_bbf98b,halueval_0042,gpt4o_mini,knowledge,p2_semantic,2,False,False,True,0.0,9.599999999999999e-05,2
seed_2_p2_semantic_gpt4o_mini_toolbench_syn_0045_752471,toolbench_syn_0045,gpt4o_mini,weather,p2_semantic,2,False,False,True,0.0,3.78e-05,2
seed_2_p2_semantic_gpt4o_mini_halueval_0025_3a7dcf,halueval_0025,gpt4o_mini,knowledge,p2_semantic,2,False,False,True,0.0,6.405e-05,2
seed_2_p2_semantic_gpt4o_mini_weather_090_ab5a8a,weather_090,gpt4o_mini,weather,p2_semantic,2,False,False,True,0.0,8.654999999999999e-05,2
seed_2_p2_semantic_gpt4o_mini_weather_027_d0a5c5,weather_027,gpt4o_mini,weather,p2_semantic,2,False,False,True,0.0,5.3099999999999996e-05,2
seed_2_p2_semantic_gpt4o_mini_halueval_0026_2aafaa,halueval_0026,gpt4o_mini,knowledge,p2_semantic,2,False,False,True,0.0,7.005e-05,2
seed_2_p2_semantic_gpt4o_mini_weather_078_a64349,weather_078,gpt4o_mini,weather,p2_semantic,2,False,False,True,0.0,8.415e-05,2
seed_2_p2_semantic_gpt4o_mini_calendar_085_3b6124,calendar_085,gpt4o_mini,calendar,p2_semantic,2,False,False,True,0.0,0.00010575,2
seed_2_p2_semantic_gpt4o_mini_medical_008_8d33a0,medical_008,gpt4o_mini,medical,p2_semantic,2,False,True,False,0.0,5.655e-05,2
seed_2_p2_semantic_gpt4o_mini_medical_063_c7f82a,medical_063,gpt4o_mini,medical,p2_semantic,2,True,True,False,2.0,0.0002076,8
seed_2_p2_semantic_gpt4o_mini_calendar_001_2253e0,calendar_001,gpt4o_mini,calendar,p2_semantic,2,False,True,False,0.0,8.13e-05,2
seed_2_p2_semantic_gpt4o_mini_halueval_0019_58f878,halueval_0019,gpt4o_mini,knowledge,p2_semantic,2,False,False,True,0.0,6.855e-05,2
seed_2_p2_semantic_gpt4o_mini_toolbench_syn_0094_493bed,toolbench_syn_0094,gpt4o_mini,medical,p2_semantic,2,False,True,False,0.0,5.37e-05,2
seed_2_p2_semantic_gpt4o_mini_calendar_083_2018fc,calendar_083,gpt4o_mini,calendar,p2_semantic,2,True,True,False,2.0,0.0005051999999999999,11
seed_2_p2_semantic_gpt4o_mini_weather_096_fb2431,weather_096,gpt4o_mini,weather,p2_semantic,2,True,True,False,2.0,0.000384,8
seed_2_p2_semantic_gpt4o_mini_calendar_056_1b1866,calendar_056,gpt4o_mini,calendar,p2_semantic,2,True,False,True,3.0,0.0002196,8
seed_3_p2_semantic_gpt4o_mini_weather_089_296526,weather_089,gpt4o_mini,weather,p2_semantic,3,True,True,False,2.0,0.00034395,11
seed_3_p2_semantic_gpt4o_mini_halueval_0039_5ce655,halueval_0039,gpt4o_mini,knowledge,p2_semantic,3,False,False,True,0.0,6.345e-05,2
seed_3_p2_semantic_gpt4o_mini_toolbench_syn_0003_730047,toolbench_syn_0003,gpt4o_mini,calendar,p2_semantic,3,False,True,False,0.0,6.765e-05,2
seed_3_p2_semantic_gpt4o_mini_weather_051_295284,weather_051,gpt4o_mini,weather,p2_semantic,3,False,True,False,0.0,7.455e-05,2
seed_3_p2_semantic_gpt4o_mini_calendar_100_1587c6,calendar_100,gpt4o_mini,calendar,p2_semantic,3,True,False,True,3.0,0.0002238,8
seed_3_p2_semantic_gpt4o_mini_weather_097_a1ee08,weather_097,gpt4o_mini,weather,p2_semantic,3,True,True,False,2.0,0.00058395,11
seed_3_p2_semantic_gpt4o_mini_medical_098_6a5df1,medical_098,gpt4o_mini,medical,p2_semantic,3,True,False,True,3.0,0.00042195,14
seed_3_p2_semantic_gpt4o_mini_calendar_032_fc9dca,calendar_032,gpt4o_mini,calendar,p2_semantic,3,True,False,True,3.0,0.00020175,8
seed_3_p2_semantic_gpt4o_mini_calendar_021_ca5b73,calendar_021,gpt4o_mini,calendar,p2_semantic,3,False,True,False,0.0,7.755e-05,2
seed_3_p2_semantic_gpt4o_mini_toolbench_syn_0058_107302,toolbench_syn_0058,gpt4o_mini,weather,p2_semantic,3,False,False,True,0.0,4.47e-05,2
seed_3_p2_semantic_gpt4o_mini_toolbench_syn_0070_799e2e,toolbench_syn_0070,gpt4o_mini,medical,p2_semantic,3,False,False,True,0.0,4.2149999999999995e-05,2
seed_3_p2_semantic_gpt4o_mini_weather_038_723504,weather_038,gpt4o_mini,weather,p2_semantic,3,False,False,True,0.0,4.185e-05,2
seed_3_p2_semantic_gpt4o_mini_weather_005_28a418,weather_005,gpt4o_mini,weather,p2_semantic,3,False,True,False,0.0,4.815e-05,2
seed_3_p2_semantic_gpt4o_mini_calendar_081_06850e,calendar_081,gpt4o_mini,calendar,p2_semantic,3,True,True,False,2.0,0.00057405,14
seed_3_p2_semantic_gpt4o_mini_calendar_061_18e663,calendar_061,gpt4o_mini,calendar,p2_semantic,3,True,True,False,2.0,0.00052095,14
seed_3_p2_semantic_gpt4o_mini_toolbench_syn_0004_d35de6,toolbench_syn_0004,gpt4o_mini,weather,p2_semantic,3,False,False,True,0.0,4.56e-05,2
seed_3_p2_semantic_gpt4o_mini_toolbench_syn_0074_f56b7b,toolbench_syn_0074,gpt4o_mini,weather,p2_semantic,3,False,False,True,0.0,3.9e-05,2
seed_3_p2_semantic_gpt4o_mini_halueval_0053_ba2ec8,halueval_0053,gpt4o_mini,knowledge,p2_semantic,3,False,False,True,0.0,0.0001008,2
seed_3_p2_semantic_gpt4o_mini_weather_094_6152f1,weather_094,gpt4o_mini,weather,p2_semantic,3,True,True,False,2.0,0.0005512500000000001,11
seed_3_p2_semantic_gpt4o_mini_halueval_0068_a708e7,halueval_0068,gpt4o_mini,knowledge,p2_semantic,3,False,False,True,0.0,0.00018734999999999997,3
seed_3_p2_semantic_gpt4o_mini_calendar_089_e4838a,calendar_089,gpt4o_mini,calendar,p2_semantic,3,True,True,False,2.0,0.00052695,14
seed_3_p2_semantic_gpt4o_mini_toolbench_syn_0040_f91594,toolbench_syn_0040,gpt4o_mini,medical,p2_semantic,3,False,False,True,0.0,4.2149999999999995e-05,2
seed_3_p2_semantic_gpt4o_mini_weather_095_c63c5f,weather_095,gpt4o_mini,weather,p2_semantic,3,True,True,False,2.0,0.00043155,11
seed_3_p2_semantic_gpt4o_mini_halueval_0008_1cd0d4,halueval_0008,gpt4o_mini,knowledge,p2_semantic,3,False,False,True,0.0,6.84e-05,2
seed_3_p2_semantic_gpt4o_mini_halueval_0007_3903be,halueval_0007,gpt4o_mini,knowledge,p2_semantic,3,False,False,True,0.0,8.984999999999999e-05,2
seed_3_p2_semantic_gpt4o_mini_medical_093_1f5282,medical_093,gpt4o_mini,medical,p2_semantic,3,True,True,False,2.0,0.00043769999999999996,14
seed_3_p2_semantic_gpt4o_mini_toolbench_syn_0034_979e81,toolbench_syn_0034,gpt4o_mini,calendar,p2_semantic,3,True,True,False,2.0,0.0001638,8
seed_3_p2_semantic_gpt4o_mini_calendar_088_acd95e,calendar_088,gpt4o_mini,calendar,p2_semantic,3,True,False,True,3.0,0.00021075,8
seed_3_p2_semantic_gpt4o_mini_calendar_028_9edf53,calendar_028,gpt4o_mini,calendar,p2_semantic,3,False,True,False,0.0,7.47e-05,2
seed_3_p2_semantic_gpt4o_mini_medical_014_38ae35,medical_014,gpt4o_mini,medical,p2_semantic,3,True,True,False,2.0,0.00014025,8
seed_3_p2_semantic_gpt4o_mini_weather_012_b70cc1,weather_012,gpt4o_mini,weather,p2_semantic,3,False,True,False,0.0,7.35e-05,2
seed_3_p2_semantic_gpt4o_mini_weather_007_96da29,weather_007,gpt4o_mini,weather,p2_semantic,3,False,False,True,0.0,5.6099999999999995e-05,2
seed_3_p2_semantic_gpt4o_mini_medical_047_1e871b,medical_047,gpt4o_mini,medical,p2_semantic,3,False,True,False,0.0,5.76e-05,2
seed_3_p2_semantic_gpt4o_mini_halueval_0042_f7775c,halueval_0042,gpt4o_mini,knowledge,p2_semantic,3,False,False,True,0.0,9.12e-05,2
seed_3_p2_semantic_gpt4o_mini_toolbench_syn_0045_e79c70,toolbench_syn_0045,gpt4o_mini,weather,p2_semantic,3,False,False,True,0.0,3.9e-05,2
seed_3_p2_semantic_gpt4o_mini_toolbench_syn_0096_9000a5,toolbench_syn_0096,gpt4o_mini,weather,p2_semantic,3,False,False,True,0.0,5.489999999999999e-05,2
seed_3_p2_semantic_gpt4o_mini_halueval_0025_8e80c6,halueval_0025,gpt4o_mini,knowledge,p2_semantic,3,False,False,True,0.0,9.164999999999999e-05,2
seed_3_p2_semantic_gpt4o_mini_halueval_0026_11acc7,halueval_0026,gpt4o_mini,knowledge,p2_semantic,3,False,False,True,0.0,7.304999999999999e-05,2
seed_3_p2_semantic_gpt4o_mini_weather_090_cca9b8,weather_090,gpt4o_mini,weather,p2_semantic,3,False,True,False,0.0,6.255e-05,2
seed_3_p2_semantic_gpt4o_mini_weather_027_93e86f,weather_027,gpt4o_mini,weather,p2_semantic,3,False,False,True,0.0,6.75e-05,2
seed_3_p2_semantic_gpt4o_mini_weather_078_e43aea,weather_078,gpt4o_mini,weather,p2_semantic,3,False,True,False,0.0,9.735e-05,2
seed_3_p2_semantic_gpt4o_mini_medical_008_b659ca,medical_008,gpt4o_mini,medical,p2_semantic,3,False,True,False,0.0,5.655e-05,2
seed_3_p2_semantic_gpt4o_mini_calendar_085_1e461a,calendar_085,gpt4o_mini,calendar,p2_semantic,3,True,True,False,2.0,0.00039119999999999997,11
seed_3_p2_semantic_gpt4o_mini_medical_063_7d133b,medical_063,gpt4o_mini,medical,p2_semantic,3,True,False,True,3.0,0.0004580999999999999,14
seed_3_p2_semantic_gpt4o_mini_weather_096_745b3b,weather_096,gpt4o_mini,weather,p2_semantic,3,True,True,False,1.0,0.00045434999999999996,11
seed_3_p2_semantic_gpt4o_mini_calendar_083_f652af,calendar_083,gpt4o_mini,calendar,p2_semantic,3,True,True,False,2.0,0.00051165,11
seed_3_p2_semantic_gpt4o_mini_halueval_0019_5ac542,halueval_0019,gpt4o_mini,knowledge,p2_semantic,3,False,False,True,0.0,5.8949999999999996e-05,2
seed_3_p2_semantic_gpt4o_mini_calendar_001_aefdeb,calendar_001,gpt4o_mini,calendar,p2_semantic,3,False,True,False,0.0,8.19e-05,2
seed_1_baseline_gemini_20_flash_weather_089_7405fc,weather_089,gemini_20_flash,weather,baseline,1,False,True,False,0.0,8.05e-05,2
seed_3_p2_semantic_gpt4o_mini_toolbench_syn_0094_a781a7,toolbench_syn_0094,gpt4o_mini,medical,p2_semantic,3,True,False,True,3.0,0.00019635,8
seed_1_baseline_gemini_20_flash_weather_097_2d3188,weather_097,gemini_20_flash,weather,baseline,1,False,True,False,0.0,0.0001115,2
seed_1_baseline_gemini_20_flash_halueval_0039_3d3b1b,halueval_0039,gemini_20_flash,knowledge,baseline,1,False,False,True,0.0,6.86e-05,2
seed_3_p2_semantic_gpt4o_mini_calendar_056_6434f4,calendar_056,gpt4o_mini,calendar,p2_semantic,3,True,False,True,3.0,0.0002151,8
seed_1_baseline_gemini_20_flash_toolbench_syn_0003_386cab,toolbench_syn_0003,gemini_20_flash,calendar,baseline,1,False,True,False,0.0,6.77e-05,2
seed_1_baseline_gemini_20_flash_weather_051_bc2f7f,weather_051,gemini_20_flash,weather,baseline,1,False,True,False,0.0,8.3e-05,2
seed_1_baseline_gemini_20_flash_calendar_100_8fe92c,calendar_100,gemini_20_flash,calendar,baseline,1,False,False,True,0.0,9.620000000000001e-05,2
seed_1_baseline_gemini_20_flash_medical_098_d1e2c4,medical_098,gemini_20_flash,medical,baseline,1,False,False,True,0.0,8.04e-05,2
seed_1_baseline_gemini_20_flash_calendar_032_92228c,calendar_032,gemini_20_flash,calendar,baseline,1,False,True,False,0.0,3.7300000000000005e-05,2
seed_1_baseline_gemini_20_flash_calendar_021_075b52,calendar_021,gemini_20_flash,calendar,baseline,1,False,True,False,0.0,5.2000000000000004e-05,2
seed_1_baseline_gemini_20_flash_toolbench_syn_0058_197043,toolbench_syn_0058,gemini_20_flash,weather,baseline,1,False,False,True,0.0,4.5600000000000004e-05,2
seed_1_baseline_gemini_20_flash_toolbench_syn_0070_d832cc,toolbench_syn_0070,gemini_20_flash,medical,baseline,1,False,False,True,0.0,3.51e-05,2
seed_1_baseline_gemini_20_flash_calendar_081_8bd0c8,calendar_081,gemini_20_flash,calendar,baseline,1,False,True,False,0.0,8.840000000000001e-05,2
seed_1_baseline_gemini_20_flash_weather_038_371f20,weather_038,gemini_20_flash,weather,baseline,1,False,True,False,0.0,3.7800000000000004e-05,2
seed_1_baseline_gemini_20_flash_weather_005_6711b9,weather_005,gemini_20_flash,weather,baseline,1,False,True,False,0.0,4.7100000000000006e-05,2
seed_1_baseline_gemini_20_flash_calendar_061_9678bc,calendar_061,gemini_20_flash,calendar,baseline,1,False,False,True,0.0,9.44e-05,2
seed_1_baseline_gemini_20_flash_toolbench_syn_0004_516c61,toolbench_syn_0004,gemini_20_flash,weather,baseline,1,False,False,True,0.0,3.3600000000000004e-05,2
seed_1_baseline_gemini_20_flash_weather_094_66e2bf,weather_094,gemini_20_flash,weather,baseline,1,False,True,False,0.0,0.00010750000000000001,2
seed_1_baseline_gemini_20_flash_toolbench_syn_0074_59a808,toolbench_syn_0074,gemini_20_flash,weather,baseline,1,False,False,True,0.0,3.72e-05,2
seed_1_baseline_gemini_20_flash_calendar_089_e73820,calendar_089,gemini_20_flash,calendar,baseline,1,False,True,False,0.0,0.0001284,2
seed_1_baseline_gemini_20_flash_halueval_0053_0cdd18,halueval_0053,gemini_20_flash,knowledge,baseline,1,False,False,True,0.0,8.31e-05,2
seed_1_baseline_gemini_20_flash_weather_095_85acf4,weather_095,gemini_20_flash,weather,baseline,1,False,True,False,0.0,8.450000000000001e-05,2
seed_1_baseline_gemini_20_flash_halueval_0068_6ca403,halueval_0068,gemini_20_flash,knowledge,baseline,1,False,False,True,0.0,4.610000000000001e-05,2
seed_1_baseline_gemini_20_flash_medical_093_ab22ee,medical_093,gemini_20_flash,medical,baseline,1,False,False,True,0.0,6.48e-05,2
seed_1_baseline_gemini_20_flash_halueval_0007_1cb642,halueval_0007,gemini_20_flash,knowledge,baseline,1,False,False,True,0.0,3.9200000000000004e-05,2
seed_1_baseline_gemini_20_flash_toolbench_syn_0040_6174f3,toolbench_syn_0040,gemini_20_flash,medical,baseline,1,False,False,True,0.0,3.51e-05,2
seed_1_baseline_gemini_20_flash_halueval_0008_b76ba0,halueval_0008,gemini_20_flash,knowledge,baseline,1,False,False,True,0.0,3.5100000000000006e-05,2
seed_1_baseline_gemini_20_flash_medical_014_b3b43d,medical_014,gemini_20_flash,medical,baseline,1,False,True,False,0.0,3.33e-05,2
seed_1_baseline_gemini_20_flash_calendar_088_554152,calendar_088,gemini_20_flash,calendar,baseline,1,False,False,True,0.0,9.630000000000001e-05,2
seed_1_baseline_gemini_20_flash_calendar_028_a7499e,calendar_028,gemini_20_flash,calendar,baseline,1,False,True,False,0.0,5.46e-05,2
seed_1_baseline_gemini_20_flash_weather_012_42627e,weather_012,gemini_20_flash,weather,baseline,1,False,True,False,0.0,5.3e-05,2
seed_1_baseline_gemini_20_flash_toolbench_syn_0034_b169ff,toolbench_syn_0034,gemini_20_flash,calendar,baseline,1,False,False,True,0.0,0.0001943,8
seed_1_baseline_gemini_20_flash_halueval_0042_2a2359,halueval_0042,gemini_20_flash,knowledge,baseline,1,False,False,True,0.0,3.69e-05,2
seed_1_baseline_gemini_20_flash_weather_007_fbb288,weather_007,gemini_20_flash,weather,baseline,1,False,False,True,0.0,5.42e-05,2
seed_1_baseline_gemini_20_flash_halueval_0025_466c6f,halueval_0025,gemini_20_flash,knowledge,baseline,1,False,False,True,0.0,4.3e-05,2
seed_1_baseline_gemini_20_flash_medical_047_3d4982,medical_047,gemini_20_flash,medical,baseline,1,False,True,False,0.0,5.2600000000000005e-05,2
seed_1_baseline_gemini_20_flash_toolbench_syn_0096_dee7f1,toolbench_syn_0096,gemini_20_flash,weather,baseline,1,False,False,True,0.0,6.0400000000000004e-05,2
seed_1_baseline_gemini_20_flash_toolbench_syn_0045_3a0785,toolbench_syn_0045,gemini_20_flash,weather,baseline,1,False,False,True,0.0,4.0400000000000006e-05,2
seed_1_baseline_gemini_20_flash_halueval_0026_0a0e88,halueval_0026,gemini_20_flash,knowledge,baseline,1,False,False,True,0.0,6.02e-05,2
seed_1_baseline_gemini_20_flash_weather_090_90d7e3,weather_090,gemini_20_flash,weather,baseline,1,False,True,False,0.0,8.060000000000001e-05,2
seed_1_baseline_gemini_20_flash_weather_027_a54e7f,weather_027,gemini_20_flash,weather,baseline,1,False,True,False,0.0,5.42e-05,2
seed_1_baseline_gemini_20_flash_weather_078_70e9eb,weather_078,gemini_20_flash,weather,baseline,1,False,True,False,0.0,6.42e-05,2
seed_1_baseline_gemini_20_flash_calendar_085_f83fa1,calendar_085,gemini_20_flash,calendar,baseline,1,False,True,False,0.0,9.13e-05,2
seed_1_baseline_gemini_20_flash_medical_063_2796ba,medical_063,gemini_20_flash,medical,baseline,1,False,False,True,0.0,5.780000000000001e-05,2
seed_1_baseline_gemini_20_flash_medical_008_721682,medical_008,gemini_20_flash,medical,baseline,1,False,True,False,0.0,6.48e-05,2
seed_1_baseline_gemini_20_flash_calendar_001_2d9372,calendar_001,gemini_20_flash,calendar,baseline,1,False,True,False,0.0,4.1700000000000004e-05,2
seed_1_baseline_gemini_20_flash_weather_096_784b80,weather_096,gemini_20_flash,weather,baseline,1,False,True,False,0.0,7.780000000000001e-05,2
seed_1_baseline_gemini_20_flash_calendar_083_9e1041,calendar_083,gemini_20_flash,calendar,baseline,1,False,True,False,0.0,9.210000000000002e-05,2
seed_1_baseline_gemini_20_flash_halueval_0019_a01db7,halueval_0019,gemini_20_flash,knowledge,baseline,1,False,False,True,0.0,5.25e-05,2
seed_1_baseline_gemini_20_flash_toolbench_syn_0094_9f632d,toolbench_syn_0094,gemini_20_flash,medical,baseline,1,False,False,True,0.0,5.39e-05,2
seed_1_baseline_gemini_20_flash_calendar_056_548883,calendar_056,gemini_20_flash,calendar,baseline,1,False,False,True,0.0,0.0001039,2
seed_2_baseline_gemini_20_flash_weather_089_5da3dc,weather_089,gemini_20_flash,weather,baseline,2,False,True,False,0.0,7.970000000000001e-05,2
seed_2_baseline_gemini_20_flash_halueval_0039_a7ac4f,halueval_0039,gemini_20_flash,knowledge,baseline,2,False,False,True,0.0,4.46e-05,2
seed_2_baseline_gemini_20_flash_weather_097_9b3c46,weather_097,gemini_20_flash,weather,baseline,2,False,True,False,0.0,0.0001183,2
seed_2_baseline_gemini_20_flash_toolbench_syn_0003_7020b5,toolbench_syn_0003,gemini_20_flash,calendar,baseline,2,False,True,False,0.0,6.77e-05,2
seed_2_baseline_gemini_20_flash_weather_051_791936,weather_051,gemini_20_flash,weather,baseline,2,False,True,False,0.0,8.3e-05,2
seed_2_baseline_gemini_20_flash_calendar_032_43f460,calendar_032,gemini_20_flash,calendar,baseline,2,False,True,False,0.0,3.65e-05,2
