session_id,task_id,model,domain,injection_type,predicted_stage,ground_truth_stage,confidence,method,final_correct,correct_attribution
p2_missing_required_o3_mini_toolbench_syn_0062_1b7c2e,toolbench_syn_0062,o3_mini,weather,p2_missing_required,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_missing_required_o3_mini_toolbench_syn_0070_7ed8d9,toolbench_syn_0070,o3_mini,medical,p2_missing_required,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_missing_required_o3_mini_toolbench_syn_0074_154c4e,toolbench_syn_0074,o3_mini,weather,p2_missing_required,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_missing_required_o3_mini_toolbench_syn_0094_e73858,toolbench_syn_0094,o3_mini,medical,p2_missing_required,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_missing_required_o3_mini_toolbench_syn_0096_8ebce6,toolbench_syn_0096,o3_mini,weather,p2_missing_required,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_missing_required_o3_mini_weather_078_87e135,weather_078,o3_mini,weather,p2_missing_required,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_missing_required_o3_mini_weather_096_7102b9,weather_096,o3_mini,weather,p2_missing_required,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_calendar_007_8a9b13,calendar_007,deepseek_v3,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_deepseek_v3_calendar_019_d4ae1f,calendar_019,deepseek_v3,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,heuristic,False,False
p2_out_of_range_deepseek_v3_calendar_022_27a548,calendar_022,deepseek_v3,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,heuristic,False,False
p2_out_of_range_deepseek_v3_calendar_032_2e7682,calendar_032,deepseek_v3,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_deepseek_v3_calendar_044_04c8be,calendar_044,deepseek_v3,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,heuristic,False,False
p2_out_of_range_deepseek_v3_calendar_054_0ba457,calendar_054,deepseek_v3,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_deepseek_v3_calendar_056_e5e56d,calendar_056,deepseek_v3,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_deepseek_v3_calendar_060_3f42fe,calendar_060,deepseek_v3,calendar,p2_out_of_range,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_deepseek_v3_calendar_069_098eab,calendar_069,deepseek_v3,calendar,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_calendar_070_d452ee,calendar_070,deepseek_v3,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_deepseek_v3_calendar_072_618b18,calendar_072,deepseek_v3,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_deepseek_v3_calendar_074_65f3e7,calendar_074,deepseek_v3,calendar,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_calendar_079_e3c7b9,calendar_079,deepseek_v3,calendar,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_calendar_080_8f7047,calendar_080,deepseek_v3,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_deepseek_v3_calendar_088_80291f,calendar_088,deepseek_v3,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_deepseek_v3_calendar_100_b3f073,calendar_100,deepseek_v3,calendar,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_medical_021_82936b,medical_021,deepseek_v3,medical,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_deepseek_v3_medical_041_b978ed,medical_041,deepseek_v3,medical,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_deepseek_v3_medical_054_a72c48,medical_054,deepseek_v3,medical,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_medical_058_3b3ea1,medical_058,deepseek_v3,medical,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_medical_064_c01fbd,medical_064,deepseek_v3,medical,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_medical_070_80fb9f,medical_070,deepseek_v3,medical,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_medical_092_79e853,medical_092,deepseek_v3,medical,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_medical_093_1d02de,medical_093,deepseek_v3,medical,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_deepseek_v3_medical_094_dc7419,medical_094,deepseek_v3,medical,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_toolbench_syn_0000_c49409,toolbench_syn_0000,deepseek_v3,weather,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_toolbench_syn_0004_2d2cc0,toolbench_syn_0004,deepseek_v3,weather,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_toolbench_syn_0010_c52d32,toolbench_syn_0010,deepseek_v3,weather,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_toolbench_syn_0013_0cfdd3,toolbench_syn_0013,deepseek_v3,medical,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_toolbench_syn_0017_78a56c,toolbench_syn_0017,deepseek_v3,weather,p2_out_of_range,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_deepseek_v3_toolbench_syn_0018_1db9e5,toolbench_syn_0018,deepseek_v3,weather,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_toolbench_syn_0022_0be723,toolbench_syn_0022,deepseek_v3,weather,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_toolbench_syn_0024_03b0f9,toolbench_syn_0024,deepseek_v3,medical,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_deepseek_v3_toolbench_syn_0039_48bc9e,toolbench_syn_0039,deepseek_v3,medical,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_deepseek_v3_toolbench_syn_0040_6d5800,toolbench_syn_0040,deepseek_v3,medical,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_deepseek_v3_toolbench_syn_0041_f93a9e,toolbench_syn_0041,deepseek_v3,medical,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_deepseek_v3_toolbench_syn_0042_277879,toolbench_syn_0042,deepseek_v3,weather,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_toolbench_syn_0045_615763,toolbench_syn_0045,deepseek_v3,weather,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_toolbench_syn_0048_9fb424,toolbench_syn_0048,deepseek_v3,medical,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_deepseek_v3_toolbench_syn_0053_fd4765,toolbench_syn_0053,deepseek_v3,weather,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_toolbench_syn_0058_22d246,toolbench_syn_0058,deepseek_v3,weather,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_toolbench_syn_0061_f4258c,toolbench_syn_0061,deepseek_v3,weather,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_toolbench_syn_0062_2d358e,toolbench_syn_0062,deepseek_v3,weather,p2_out_of_range,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_deepseek_v3_toolbench_syn_0063_58c833,toolbench_syn_0063,deepseek_v3,weather,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_toolbench_syn_0064_569845,toolbench_syn_0064,deepseek_v3,weather,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_toolbench_syn_0070_286161,toolbench_syn_0070,deepseek_v3,medical,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_deepseek_v3_toolbench_syn_0072_99f513,toolbench_syn_0072,deepseek_v3,weather,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_deepseek_v3_toolbench_syn_0074_1bf5d6,toolbench_syn_0074,deepseek_v3,weather,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_toolbench_syn_0075_814971,toolbench_syn_0075,deepseek_v3,weather,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_toolbench_syn_0078_ac12ae,toolbench_syn_0078,deepseek_v3,weather,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_toolbench_syn_0082_1931e1,toolbench_syn_0082,deepseek_v3,weather,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_toolbench_syn_0084_f56f4d,toolbench_syn_0084,deepseek_v3,weather,p2_out_of_range,tool_execution,parameter_generation,0.9,schema_check,False,False
p2_out_of_range_deepseek_v3_toolbench_syn_0085_7bd953,toolbench_syn_0085,deepseek_v3,weather,p2_out_of_range,output_generation,parameter_generation,0.7,heuristic,False,False
p2_out_of_range_deepseek_v3_toolbench_syn_0087_661b21,toolbench_syn_0087,deepseek_v3,medical,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_toolbench_syn_0091_6c3e8c,toolbench_syn_0091,deepseek_v3,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_deepseek_v3_toolbench_syn_0092_661b95,toolbench_syn_0092,deepseek_v3,medical,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_deepseek_v3_toolbench_syn_0094_39167f,toolbench_syn_0094,deepseek_v3,medical,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_deepseek_v3_toolbench_syn_0096_fdedfa,toolbench_syn_0096,deepseek_v3,weather,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gemini_20_flash_calendar_054_203c23,calendar_054,gemini_20_flash,calendar,p2_out_of_range,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gemini_20_flash_calendar_058_b1a558,calendar_058,gemini_20_flash,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gemini_20_flash_calendar_060_6548ae,calendar_060,gemini_20_flash,calendar,p2_out_of_range,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gemini_20_flash_calendar_070_7033f6,calendar_070,gemini_20_flash,calendar,p2_out_of_range,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gemini_20_flash_calendar_074_d9f162,calendar_074,gemini_20_flash,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gemini_20_flash_toolbench_syn_0034_c76cc5,toolbench_syn_0034,gemini_20_flash,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,heuristic,False,False
p2_out_of_range_gemini_20_flash_toolbench_syn_0056_6ebe9a,toolbench_syn_0056,gemini_20_flash,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,heuristic,False,False
p2_out_of_range_gemini_20_flash_toolbench_syn_0071_4da252,toolbench_syn_0071,gemini_20_flash,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,heuristic,False,False
p2_out_of_range_gemini_20_flash_toolbench_syn_0093_8a96d8,toolbench_syn_0093,gemini_20_flash,calendar,p2_out_of_range,tool_execution,parameter_generation,0.9,schema_check,False,False
p2_out_of_range_gemini_25_flash_calendar_032_718ea5,calendar_032,gemini_25_flash,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gemini_25_flash_calendar_083_f8b325,calendar_083,gemini_25_flash,calendar,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gemini_25_flash_calendar_088_792279,calendar_088,gemini_25_flash,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gemini_25_flash_medical_098_c26278,medical_098,gemini_25_flash,medical,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gemini_25_flash_toolbench_syn_0004_65006b,toolbench_syn_0004,gemini_25_flash,weather,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gemini_25_flash_toolbench_syn_0034_e93eb0,toolbench_syn_0034,gemini_25_flash,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,heuristic,False,False
p2_out_of_range_gemini_25_flash_toolbench_syn_0040_9fb7f6,toolbench_syn_0040,gemini_25_flash,medical,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gemini_25_flash_toolbench_syn_0045_a42f3f,toolbench_syn_0045,gemini_25_flash,weather,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gemini_25_flash_toolbench_syn_0053_4d9b3c,toolbench_syn_0053,gemini_25_flash,weather,p2_out_of_range,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gemini_25_flash_toolbench_syn_0058_6825a6,toolbench_syn_0058,gemini_25_flash,weather,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gemini_25_flash_toolbench_syn_0062_b41ce0,toolbench_syn_0062,gemini_25_flash,weather,p2_out_of_range,output_generation,parameter_generation,0.7,heuristic,False,False
p2_out_of_range_gemini_25_flash_toolbench_syn_0070_e829fb,toolbench_syn_0070,gemini_25_flash,medical,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gemini_25_flash_toolbench_syn_0074_1bcf3a,toolbench_syn_0074,gemini_25_flash,weather,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gemini_25_flash_toolbench_syn_0094_ce186a,toolbench_syn_0094,gemini_25_flash,medical,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gemini_25_flash_toolbench_syn_0096_e48f09,toolbench_syn_0096,gemini_25_flash,weather,p2_out_of_range,output_generation,parameter_generation,0.7,heuristic,False,False
p2_out_of_range_gpt35_turbo_calendar_004_8e6ff4,calendar_004,gpt35_turbo,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,heuristic,False,False
p2_out_of_range_gpt35_turbo_calendar_007_29c4be,calendar_007,gpt35_turbo,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt35_turbo_calendar_014_60f281,calendar_014,gpt35_turbo,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt35_turbo_calendar_019_8423f5,calendar_019,gpt35_turbo,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt35_turbo_calendar_022_bcdf98,calendar_022,gpt35_turbo,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,heuristic,False,False
p2_out_of_range_gpt35_turbo_calendar_032_5750bb,calendar_032,gpt35_turbo,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt35_turbo_calendar_044_578e77,calendar_044,gpt35_turbo,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,heuristic,False,False
p2_out_of_range_gpt35_turbo_calendar_047_c2a438,calendar_047,gpt35_turbo,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,heuristic,False,False
p2_out_of_range_gpt35_turbo_calendar_054_a0e884,calendar_054,gpt35_turbo,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt35_turbo_calendar_068_a6ce32,calendar_068,gpt35_turbo,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt35_turbo_calendar_072_e9e35d,calendar_072,gpt35_turbo,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,heuristic,False,False
p2_out_of_range_gpt35_turbo_calendar_074_4de838,calendar_074,gpt35_turbo,calendar,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gpt35_turbo_calendar_080_c70f18,calendar_080,gpt35_turbo,calendar,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gpt35_turbo_calendar_081_4a2ef7,calendar_081,gpt35_turbo,calendar,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gpt35_turbo_calendar_088_f7996d,calendar_088,gpt35_turbo,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt35_turbo_calendar_100_a25594,calendar_100,gpt35_turbo,calendar,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gpt35_turbo_medical_063_a21326,medical_063,gpt35_turbo,medical,p2_out_of_range,memory_retrieval,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt35_turbo_medical_078_7c64c4,medical_078,gpt35_turbo,medical,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gpt35_turbo_medical_082_4e5719,medical_082,gpt35_turbo,medical,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gpt35_turbo_medical_098_eea0e6,medical_098,gpt35_turbo,medical,p2_out_of_range,output_generation,parameter_generation,0.7,heuristic,False,False
p2_out_of_range_gpt35_turbo_toolbench_syn_0000_a6c2e1,toolbench_syn_0000,gpt35_turbo,weather,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gpt35_turbo_toolbench_syn_0004_1fd06f,toolbench_syn_0004,gpt35_turbo,weather,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gpt35_turbo_toolbench_syn_0017_b68db5,toolbench_syn_0017,gpt35_turbo,weather,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt35_turbo_toolbench_syn_0024_fe5cfd,toolbench_syn_0024,gpt35_turbo,medical,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gpt35_turbo_toolbench_syn_0036_6e9812,toolbench_syn_0036,gpt35_turbo,calendar,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gpt35_turbo_toolbench_syn_0039_eb2e41,toolbench_syn_0039,gpt35_turbo,medical,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt35_turbo_toolbench_syn_0040_485709,toolbench_syn_0040,gpt35_turbo,medical,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gpt35_turbo_toolbench_syn_0041_fe77ee,toolbench_syn_0041,gpt35_turbo,medical,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt35_turbo_toolbench_syn_0044_3af73c,toolbench_syn_0044,gpt35_turbo,medical,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gpt35_turbo_toolbench_syn_0045_42cf13,toolbench_syn_0045,gpt35_turbo,weather,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gpt35_turbo_toolbench_syn_0048_ab4673,toolbench_syn_0048,gpt35_turbo,medical,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt35_turbo_toolbench_syn_0053_c91dbe,toolbench_syn_0053,gpt35_turbo,weather,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gpt35_turbo_toolbench_syn_0058_8a1654,toolbench_syn_0058,gpt35_turbo,weather,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gpt35_turbo_toolbench_syn_0061_103b98,toolbench_syn_0061,gpt35_turbo,weather,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gpt35_turbo_toolbench_syn_0062_3d7cc6,toolbench_syn_0062,gpt35_turbo,weather,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt35_turbo_toolbench_syn_0063_5256c7,toolbench_syn_0063,gpt35_turbo,weather,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gpt35_turbo_toolbench_syn_0070_b716e7,toolbench_syn_0070,gpt35_turbo,medical,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt35_turbo_toolbench_syn_0072_f6bc5a,toolbench_syn_0072,gpt35_turbo,weather,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt35_turbo_toolbench_syn_0074_5c1086,toolbench_syn_0074,gpt35_turbo,weather,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gpt35_turbo_toolbench_syn_0078_1cf32e,toolbench_syn_0078,gpt35_turbo,weather,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gpt35_turbo_toolbench_syn_0084_c06ee8,toolbench_syn_0084,gpt35_turbo,weather,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt35_turbo_toolbench_syn_0085_8a59be,toolbench_syn_0085,gpt35_turbo,weather,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt35_turbo_toolbench_syn_0087_ac812e,toolbench_syn_0087,gpt35_turbo,medical,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gpt35_turbo_toolbench_syn_0091_a621b8,toolbench_syn_0091,gpt35_turbo,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt35_turbo_toolbench_syn_0092_db5f7b,toolbench_syn_0092,gpt35_turbo,medical,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt35_turbo_toolbench_syn_0096_c3d565,toolbench_syn_0096,gpt35_turbo,weather,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt35_turbo_toolbench_syn_0098_1a4ed4,toolbench_syn_0098,gpt35_turbo,calendar,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gpt41_mini_calendar_007_0dc706,calendar_007,gpt41_mini,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt41_mini_calendar_022_484aed,calendar_022,gpt41_mini,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt41_mini_calendar_024_f3eb9f,calendar_024,gpt41_mini,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt41_mini_calendar_032_a9395b,calendar_032,gpt41_mini,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt41_mini_calendar_044_68560c,calendar_044,gpt41_mini,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt41_mini_calendar_047_287dbc,calendar_047,gpt41_mini,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt41_mini_calendar_054_0738aa,calendar_054,gpt41_mini,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt41_mini_calendar_056_d91142,calendar_056,gpt41_mini,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt41_mini_calendar_060_6671c0,calendar_060,gpt41_mini,calendar,p2_out_of_range,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt41_mini_calendar_061_9ba9a4,calendar_061,gpt41_mini,calendar,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gpt41_mini_calendar_069_3ae290,calendar_069,gpt41_mini,calendar,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gpt41_mini_calendar_070_91ef12,calendar_070,gpt41_mini,calendar,p2_out_of_range,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt41_mini_calendar_072_c86139,calendar_072,gpt41_mini,calendar,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gpt41_mini_calendar_074_271ebe,calendar_074,gpt41_mini,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt41_mini_calendar_079_1d005d,calendar_079,gpt41_mini,calendar,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gpt41_mini_calendar_080_2f0071,calendar_080,gpt41_mini,calendar,p2_out_of_range,memory_retrieval,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt41_mini_calendar_088_a8baad,calendar_088,gpt41_mini,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt41_mini_calendar_099_9a5162,calendar_099,gpt41_mini,calendar,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gpt41_mini_calendar_100_e9b4c9,calendar_100,gpt41_mini,calendar,p2_out_of_range,output_generation,parameter_generation,0.7,llm_judge,False,False
p2_out_of_range_gpt41_mini_medical_054_bd3cba,medical_054,gpt41_mini,medical,p2_out_of_range,output_generation,parameter_generation,0.7,heuristic,False,False
p2_out_of_range_gpt41_mini_medical_058_d2b892,medical_058,gpt41_mini,medical,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gpt41_mini_medical_062_1533ff,medical_062,gpt41_mini,medical,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_out_of_range_gpt41_mini_medical_064_84953e,medical_064,gpt41_mini,medical,p2_out_of_range,output_generation,parameter_generation,0.7,heuristic,False,False
p2_out_of_range_gpt41_mini_medical_066_630c23,medical_066,gpt41_mini,medical,p2_out_of_range,output_generation,parameter_generation,0.7,heuristic,False,False
p2_out_of_range_gpt41_mini_medical_068_a849b4,medical_068,gpt41_mini,medical,p2_out_of_range,parameter_generation,parameter_generation,0.95,schema_check,False,True
