session_id,task_id,model,domain,difficulty,source,error_type,tool_selected,tool_correct,final_correct,eps,weps,reached_output,cascade_count,cost
p2_missing_required_gpt4o_mini_toolbench_syn_0003_bd9ac8,toolbench_syn_0003,gpt4o_mini,calendar,hard,toolbench_synthetic,missing_required,,False,True,0,0.0,False,0,6.765e-05
p2_missing_required_gpt4o_mini_weather_051_1da75b,weather_051,gpt4o_mini,weather,medium,synthetic,missing_required,,False,True,0,0.0,False,0,7.455e-05
p2_missing_required_gpt4o_mini_weather_089_32289c,weather_089,gpt4o_mini,weather,medium,synthetic,missing_required,get_weather,True,True,1,0.54,False,0,0.00042435
p2_missing_required_gpt4o_mini_calendar_100_7ab3a8,calendar_100,gpt4o_mini,calendar,medium,synthetic,missing_required,get_events,True,False,2,1.08,True,1,0.0002229
p2_missing_required_gpt4o_mini_weather_097_003eea,weather_097,gpt4o_mini,weather,medium,synthetic,missing_required,get_weather,True,True,1,0.54,False,1,0.0006072
p2_missing_required_gpt4o_mini_calendar_021_078b06,calendar_021,gpt4o_mini,calendar,easy,synthetic,missing_required,,False,True,0,0.0,False,0,7.874999999999999e-05
p2_missing_required_gpt4o_mini_toolbench_syn_0058_fddc9c,toolbench_syn_0058,gpt4o_mini,weather,easy,toolbench_synthetic,missing_required,,False,False,0,0.0,False,0,4.47e-05
p2_missing_required_gpt4o_mini_calendar_032_0c1593,calendar_032,gpt4o_mini,calendar,easy,synthetic,missing_required,get_events,True,False,2,1.08,True,2,0.0001931999999999
p2_missing_required_gpt4o_mini_toolbench_syn_0070_452931,toolbench_syn_0070,gpt4o_mini,medical,hard,toolbench_synthetic,missing_required,,False,False,0,0.0,False,0,4.2149999999999995e-05
p2_missing_required_gpt4o_mini_weather_038_881b25,weather_038,gpt4o_mini,weather,easy,synthetic,missing_required,,False,True,0,0.0,False,0,4.305e-05
p2_missing_required_gpt4o_mini_medical_098_fa13ab,medical_098,gpt4o_mini,medical,medium,synthetic,missing_required,get_patient_record,True,False,2,1.08,True,1,0.0004348499999999
p2_missing_required_gpt4o_mini_weather_005_c56875,weather_005,gpt4o_mini,weather,easy,synthetic,missing_required,,False,True,0,0.0,False,0,4.815e-05
p2_missing_required_gpt4o_mini_calendar_061_00fc0b,calendar_061,gpt4o_mini,calendar,medium,synthetic,missing_required,create_event,True,True,1,0.54,False,0,0.00038205
p2_missing_required_gpt4o_mini_toolbench_syn_0004_207858,toolbench_syn_0004,gpt4o_mini,weather,hard,toolbench_synthetic,missing_required,,False,False,0,0.0,False,0,4.56e-05
p2_missing_required_gpt4o_mini_calendar_081_80fe92,calendar_081,gpt4o_mini,calendar,medium,synthetic,missing_required,create_event,True,True,1,0.54,False,1,0.0006234
p2_missing_required_gpt4o_mini_toolbench_syn_0074_4b7878,toolbench_syn_0074,gpt4o_mini,weather,medium,toolbench_synthetic,missing_required,,False,False,0,0.0,False,0,3.9e-05
p2_missing_required_gpt4o_mini_weather_094_dd9e05,weather_094,gpt4o_mini,weather,medium,synthetic,missing_required,get_weather,True,True,1,0.54,False,1,0.00056655
p2_missing_required_gpt4o_mini_calendar_089_4808ab,calendar_089,gpt4o_mini,calendar,medium,synthetic,missing_required,create_event,True,True,1,0.54,False,1,0.0004206
p2_missing_required_gpt4o_mini_toolbench_syn_0040_06e3e5,toolbench_syn_0040,gpt4o_mini,medical,medium,toolbench_synthetic,missing_required,,False,False,0,0.0,False,0,4.2149999999999995e-05
p2_missing_required_gpt4o_mini_weather_095_a8bbb7,weather_095,gpt4o_mini,weather,medium,synthetic,missing_required,get_weather,True,True,1,0.54,False,1,0.00067845
p2_missing_required_gpt4o_mini_calendar_088_28ad10,calendar_088,gpt4o_mini,calendar,medium,synthetic,missing_required,get_events,True,False,2,1.08,True,1,0.000216
p2_missing_required_gpt4o_mini_medical_014_b8fb13,medical_014,gpt4o_mini,medical,easy,synthetic,missing_required,,False,False,0,0.0,False,0,4.5e-05
p2_missing_required_gpt4o_mini_medical_093_3c2ca5,medical_093,gpt4o_mini,medical,medium,synthetic,missing_required,get_patient_record,True,False,2,1.08,True,0,0.000456
p2_missing_required_gpt4o_mini_toolbench_syn_0034_162f84,toolbench_syn_0034,gpt4o_mini,calendar,easy,toolbench_synthetic,missing_required,get_events,False,False,2,1.08,True,1,0.00018945
p2_missing_required_gpt4o_mini_weather_012_a11a9b,weather_012,gpt4o_mini,weather,easy,synthetic,missing_required,,False,True,0,0.0,False,0,7.35e-05
p2_missing_required_gpt4o_mini_calendar_028_26eb40,calendar_028,gpt4o_mini,calendar,easy,synthetic,missing_required,,False,True,0,0.0,False,0,7.47e-05
p2_missing_required_gpt4o_mini_medical_047_9bc378,medical_047,gpt4o_mini,medical,easy,synthetic,missing_required,,False,True,0,0.0,False,0,5.88e-05
p2_missing_required_gpt4o_mini_weather_007_9cbdfb,weather_007,gpt4o_mini,weather,easy,synthetic,missing_required,,False,False,0,0.0,False,0,5.6099999999999995e-05
p2_missing_required_gpt4o_mini_toolbench_syn_0096_ebb3d1,toolbench_syn_0096,gpt4o_mini,weather,medium,toolbench_synthetic,missing_required,,False,False,0,0.0,False,0,5.31e-05
p2_missing_required_gpt4o_mini_toolbench_syn_0045_e55312,toolbench_syn_0045,gpt4o_mini,weather,easy,toolbench_synthetic,missing_required,,False,False,0,0.0,False,0,4.68e-05
p2_missing_required_gpt4o_mini_weather_027_faa081,weather_027,gpt4o_mini,weather,easy,synthetic,missing_required,,False,False,0,0.0,False,0,5.25e-05
p2_missing_required_gpt4o_mini_weather_078_2b4ebd,weather_078,gpt4o_mini,weather,medium,synthetic,missing_required,,False,True,0,0.0,False,0,0.00012135
p2_missing_required_gpt4o_mini_calendar_085_51def7,calendar_085,gpt4o_mini,calendar,medium,synthetic,missing_required,create_event,True,True,1,0.54,False,1,0.00041565
p2_missing_required_gpt4o_mini_weather_090_20add2,weather_090,gpt4o_mini,weather,medium,synthetic,missing_required,get_weather,True,True,1,0.54,False,1,0.00058125
p2_missing_required_gpt4o_mini_medical_008_4f402a,medical_008,gpt4o_mini,medical,easy,synthetic,missing_required,,False,True,0,0.0,False,0,5.655e-05
p2_missing_required_gpt4o_mini_weather_096_43ae0c,weather_096,gpt4o_mini,weather,medium,synthetic,missing_required,,False,True,0,0.0,False,0,7.455e-05
p2_missing_required_gpt4o_mini_calendar_001_8fafe1,calendar_001,gpt4o_mini,calendar,easy,synthetic,missing_required,,False,True,0,0.0,False,0,8.13e-05
p2_missing_required_gpt4o_mini_medical_063_ad8280,medical_063,gpt4o_mini,medical,medium,synthetic,missing_required,get_patient_record,True,False,2,1.08,True,0,0.0004279499999999
p2_missing_required_gpt4o_mini_toolbench_syn_0094_854778,toolbench_syn_0094,gpt4o_mini,medical,medium,toolbench_synthetic,missing_required,,False,True,0,0.0,False,0,5.37e-05
p2_missing_required_gpt4o_mini_medical_031_4ac34b,medical_031,gpt4o_mini,medical,easy,synthetic,missing_required,,False,True,0,0.0,False,0,4.455e-05
p2_missing_required_gpt4o_mini_toolbench_syn_0062_06e608,toolbench_syn_0062,gpt4o_mini,weather,hard,toolbench_synthetic,missing_required,,False,False,0,0.0,False,0,5.4300000000000005e-05
p2_missing_required_gpt4o_mini_medical_038_4474d3,medical_038,gpt4o_mini,medical,easy,synthetic,missing_required,,False,True,0,0.0,False,0,6.074999999999999e-05
p2_missing_required_gpt4o_mini_calendar_056_1b5f4f,calendar_056,gpt4o_mini,calendar,medium,synthetic,missing_required,get_events,True,False,2,1.08,True,1,0.00023175
p2_missing_required_gpt4o_mini_calendar_083_b301be,calendar_083,gpt4o_mini,calendar,medium,synthetic,missing_required,create_event,True,True,1,0.54,False,1,0.0006152999999999
p2_missing_required_gpt4o_mini_toolbench_syn_0053_42780e,toolbench_syn_0053,gpt4o_mini,weather,easy,toolbench_synthetic,missing_required,,False,False,0,0.0,False,0,4.68e-05
p2_missing_required_gpt4o_mini_weather_086_d93098,weather_086,gpt4o_mini,weather,medium,synthetic,missing_required,,False,False,0,0.0,False,0,8.265e-05
p2_missing_required_gpt4o_mini_toolbench_syn_0023_711c21,toolbench_syn_0023,gpt4o_mini,medical,hard,toolbench_synthetic,missing_required,,False,True,0,0.0,False,0,4.35e-05
p2_missing_required_gpt4o_mini_calendar_072_2a2f69,calendar_072,gpt4o_mini,calendar,medium,synthetic,missing_required,get_events,True,True,1,0.54,False,1,0.0002200499999999
p2_missing_required_gpt4o_mini_calendar_054_276930,calendar_054,gpt4o_mini,calendar,medium,synthetic,missing_required,get_events,True,False,2,1.08,True,1,0.0002396999999999
p2_missing_required_gpt4o_mini_toolbench_syn_0013_501c06,toolbench_syn_0013,gpt4o_mini,medical,medium,toolbench_synthetic,missing_required,,False,True,0,0.0,False,0,7.575e-05
p2_missing_required_gpt4o_mini_weather_039_077027,weather_039,gpt4o_mini,weather,easy,synthetic,missing_required,,False,False,0,0.0,False,0,7.125e-05
p2_missing_required_gpt4o_mini_toolbench_syn_0092_eab4c8,toolbench_syn_0092,gpt4o_mini,medical,hard,toolbench_synthetic,missing_required,,False,False,0,0.0,False,0,4.2149999999999995e-05
p2_missing_required_gpt4o_mini_toolbench_syn_0093_257564,toolbench_syn_0093,gpt4o_mini,calendar,medium,toolbench_synthetic,missing_required,get_events,False,False,2,1.08,True,0,0.00044625
p2_missing_required_gpt4o_mini_toolbench_syn_0048_339779,toolbench_syn_0048,gpt4o_mini,medical,hard,toolbench_synthetic,missing_required,,False,False,0,0.0,False,0,4.2149999999999995e-05
p2_missing_required_gpt4o_mini_calendar_007_ee987c,calendar_007,gpt4o_mini,calendar,easy,synthetic,missing_required,get_events,True,False,2,1.08,True,2,0.0001844999999999
p2_missing_required_gpt4o_mini_weather_032_20f912,weather_032,gpt4o_mini,weather,easy,synthetic,missing_required,,False,False,0,0.0,False,0,5.37e-05
p2_missing_required_gpt4o_mini_medical_045_309d86,medical_045,gpt4o_mini,medical,easy,synthetic,missing_required,,False,False,0,0.0,False,0,4.635e-05
p2_missing_required_gpt4o_mini_weather_009_e04e1f,weather_009,gpt4o_mini,weather,easy,synthetic,missing_required,,False,False,0,0.0,False,0,6.825e-05
p2_missing_required_gpt4o_mini_weather_070_c40e72,weather_070,gpt4o_mini,weather,medium,synthetic,missing_required,get_weather,True,True,1,0.54,False,1,0.0005618999999999
p2_missing_required_gpt4o_mini_calendar_059_67728a,calendar_059,gpt4o_mini,calendar,medium,synthetic,missing_required,create_event,True,True,1,0.54,False,1,0.0006099
p2_missing_required_gpt4o_mini_medical_034_c42a26,medical_034,gpt4o_mini,medical,easy,synthetic,missing_required,get_patient_record,True,True,1,0.54,False,0,0.0001432499999999
p2_missing_required_gpt4o_mini_medical_068_caad2b,medical_068,gpt4o_mini,medical,medium,synthetic,missing_required,get_patient_record,True,False,2,1.08,True,0,0.0004259999999999
p2_missing_required_gpt4o_mini_medical_062_dd084b,medical_062,gpt4o_mini,medical,medium,synthetic,missing_required,get_patient_record,True,False,2,1.08,True,0,0.00038655
p2_missing_required_gpt4o_mini_calendar_033_ddaf42,calendar_033,gpt4o_mini,calendar,easy,synthetic,missing_required,,False,True,0,0.0,False,0,7.77e-05
p2_missing_required_gpt4o_mini_toolbench_syn_0024_b8e7c8,toolbench_syn_0024,gpt4o_mini,medical,easy,toolbench_synthetic,missing_required,,False,False,0,0.0,False,0,4.2149999999999995e-05
p2_missing_required_gpt4o_mini_toolbench_syn_0022_8afccf,toolbench_syn_0022,gpt4o_mini,weather,medium,toolbench_synthetic,missing_required,,False,False,0,0.0,False,0,4.125e-05
p2_missing_required_gpt4o_mini_weather_003_ea5bf9,weather_003,gpt4o_mini,weather,easy,synthetic,missing_required,,False,True,0,0.0,False,0,4.484999999999999e-05
p2_missing_required_gpt4o_mini_calendar_099_6cf12f,calendar_099,gpt4o_mini,calendar,medium,synthetic,missing_required,create_event,True,True,1,0.54,False,1,0.0005828999999999
p2_missing_required_gpt4o_mini_medical_092_9e8b65,medical_092,gpt4o_mini,medical,medium,synthetic,missing_required,get_patient_record,True,False,2,1.08,True,1,0.000438
p2_missing_required_gpt4o_mini_weather_019_bfb590,weather_019,gpt4o_mini,weather,easy,synthetic,missing_required,,False,False,0,0.0,False,0,6.884999999999999e-05
p2_missing_required_gpt4o_mini_weather_077_6b6a47,weather_077,gpt4o_mini,weather,medium,synthetic,missing_required,,False,True,0,0.0,False,0,8.805e-05
p2_missing_required_gpt4o_mini_toolbench_syn_0014_4b549e,toolbench_syn_0014,gpt4o_mini,calendar,easy,toolbench_synthetic,missing_required,,False,True,0,0.0,False,0,6.84e-05
p2_missing_required_gpt4o_mini_toolbench_syn_0051_1144f9,toolbench_syn_0051,gpt4o_mini,medical,hard,toolbench_synthetic,missing_required,,False,True,0,0.0,False,0,4.35e-05
p2_missing_required_gpt4o_mini_medical_054_a2c5e0,medical_054,gpt4o_mini,medical,medium,synthetic,missing_required,get_patient_record,True,False,2,1.08,True,1,0.0004188
p2_missing_required_gpt4o_mini_calendar_044_2654c1,calendar_044,gpt4o_mini,calendar,easy,synthetic,missing_required,,False,False,0,0.0,False,0,4.5e-05
p2_missing_required_gpt4o_mini_medical_064_9a15bc,medical_064,gpt4o_mini,medical,medium,synthetic,missing_required,get_patient_record,True,False,2,1.08,True,1,0.00042375
p2_missing_required_gpt4o_mini_calendar_080_982eb2,calendar_080,gpt4o_mini,calendar,medium,synthetic,missing_required,get_events,True,False,2,1.08,True,1,0.0002341499999999
p2_missing_required_gpt4o_mini_calendar_034_e1df32,calendar_034,gpt4o_mini,calendar,easy,synthetic,missing_required,get_events,True,False,2,1.08,True,1,0.0002142
p2_missing_required_gpt4o_mini_calendar_045_0f8bd4,calendar_045,gpt4o_mini,calendar,easy,synthetic,missing_required,,False,True,0,0.0,False,0,4.71e-05
p2_missing_required_gpt4o_mini_medical_070_2d407f,medical_070,gpt4o_mini,medical,medium,synthetic,missing_required,,False,False,0,0.0,False,0,6.134999999999999e-05
p2_missing_required_gpt4o_mini_weather_067_636508,weather_067,gpt4o_mini,weather,medium,synthetic,missing_required,get_weather,True,True,1,0.54,False,1,0.00054435
p2_missing_required_gpt4o_mini_medical_009_9b76e0,medical_009,gpt4o_mini,medical,easy,synthetic,missing_required,get_patient_record,True,True,1,0.54,False,0,0.0001384499999999
p2_missing_required_gpt4o_mini_calendar_046_bea776,calendar_046,gpt4o_mini,calendar,easy,synthetic,missing_required,,False,True,0,0.0,False,0,7.934999999999999e-05
p2_missing_required_gpt4o_mini_medical_081_a7ee7c,medical_081,gpt4o_mini,medical,medium,synthetic,missing_required,get_patient_record,True,True,1,0.54,False,0,0.0003987
p2_missing_required_gpt4o_mini_toolbench_syn_0041_78b0a0,toolbench_syn_0041,gpt4o_mini,medical,easy,toolbench_synthetic,missing_required,,False,False,0,0.0,False,0,4.2149999999999995e-05
p2_missing_required_gpt4o_mini_toolbench_syn_0017_cbfacf,toolbench_syn_0017,gpt4o_mini,weather,hard,toolbench_synthetic,missing_required,,False,False,0,0.0,False,0,4.8299999999999995e-05
p2_missing_required_gpt4o_mini_weather_018_0782fb,weather_018,gpt4o_mini,weather,easy,synthetic,missing_required,,False,True,0,0.0,False,0,4.305e-05
p2_missing_required_gpt4o_mini_weather_021_f34e8e,weather_021,gpt4o_mini,weather,easy,synthetic,missing_required,,False,False,0,0.0,False,0,7.5e-05
p2_missing_required_gpt4o_mini_calendar_031_749392,calendar_031,gpt4o_mini,calendar,easy,synthetic,missing_required,,False,True,0,0.0,False,0,7.755e-05
p2_missing_required_gpt4o_mini_medical_039_871098,medical_039,gpt4o_mini,medical,easy,synthetic,missing_required,,False,False,0,0.0,False,0,4.56e-05
p2_missing_required_gpt4o_mini_medical_078_ddc2ff,medical_078,gpt4o_mini,medical,medium,synthetic,missing_required,get_patient_record,True,False,2,1.08,True,0,0.0004018499999999
p2_missing_required_gpt4o_mini_toolbench_syn_0036_5e82a8,toolbench_syn_0036,gpt4o_mini,calendar,easy,toolbench_synthetic,missing_required,,False,True,0,0.0,False,0,9.33e-05
p2_missing_required_gpt4o_mini_medical_097_a005fd,medical_097,gpt4o_mini,medical,medium,synthetic,missing_required,get_patient_record,True,True,1,0.54,False,0,0.000207
p2_missing_required_gpt4o_mini_toolbench_syn_0000_86ae69,toolbench_syn_0000,gpt4o_mini,weather,easy,toolbench_synthetic,missing_required,,False,False,0,0.0,False,0,4.47e-05
p2_missing_required_gpt4o_mini_calendar_050_0065a5,calendar_050,gpt4o_mini,calendar,easy,synthetic,missing_required,,False,True,0,0.0,False,0,4.65e-05
p2_missing_required_gpt4o_mini_medical_004_250c34,medical_004,gpt4o_mini,medical,easy,synthetic,missing_required,,False,True,0,0.0,False,0,4.62e-05
p2_missing_required_gpt4o_mini_toolbench_syn_0098_5ae390,toolbench_syn_0098,gpt4o_mini,calendar,medium,toolbench_synthetic,missing_required,,False,True,0,0.0,False,0,6.84e-05
p2_missing_required_gpt4o_mini_medical_087_7fd63d,medical_087,gpt4o_mini,medical,medium,synthetic,missing_required,get_patient_record,True,False,2,1.08,True,0,0.0004609499999999
p2_missing_required_gpt4o_mini_toolbench_syn_0087_e8bcdf,toolbench_syn_0087,gpt4o_mini,medical,easy,toolbench_synthetic,missing_required,check_drug_interaction,False,False,2,1.08,True,0,0.00017175
p2_missing_required_gpt4o_mini_calendar_091_671132,calendar_091,gpt4o_mini,calendar,medium,synthetic,missing_required,,False,False,0,0.0,False,0,0.00010635
p2_missing_required_gpt4o_mini_medical_002_8f0ac9,medical_002,gpt4o_mini,medical,easy,synthetic,missing_required,,False,True,0,0.0,False,0,5.115e-05
p2_missing_required_gpt4o_mini_weather_015_a2bddb,weather_015,gpt4o_mini,weather,easy,synthetic,missing_required,,False,True,0,0.0,False,0,4.874999999999999e-05
p2_missing_required_gpt4o_mini_weather_056_6ee525,weather_056,gpt4o_mini,weather,medium,synthetic,missing_required,,False,True,0,0.0,False,0,8.445e-05
p2_missing_required_gpt4o_mini_weather_040_f2d20c,weather_040,gpt4o_mini,weather,easy,synthetic,missing_required,,False,True,0,0.0,False,0,5.01e-05
p2_missing_required_gpt4o_mini_toolbench_syn_0091_7d0011,toolbench_syn_0091,gpt4o_mini,calendar,easy,toolbench_synthetic,missing_required,get_events,False,False,2,1.08,True,1,0.0001719
p2_missing_required_gpt4o_mini_medical_085_bca186,medical_085,gpt4o_mini,medical,medium,synthetic,missing_required,get_patient_record,True,False,2,1.08,True,0,0.00042375
p2_missing_required_gpt4o_mini_calendar_079_2d6ef9,calendar_079,gpt4o_mini,calendar,medium,synthetic,missing_required,,False,False,0,0.0,False,0,9.255e-05
p2_missing_required_gpt4o_mini_weather_076_2bf4be,weather_076,gpt4o_mini,weather,medium,synthetic,missing_required,get_weather,True,True,1,0.54,False,1,0.0006072
p2_missing_required_gpt4o_mini_medical_013_e1a9bc,medical_013,gpt4o_mini,medical,easy,synthetic,missing_required,,False,True,0,0.0,False,0,6.074999999999999e-05
p2_missing_required_gpt4o_mini_weather_068_cc33c0,weather_068,gpt4o_mini,weather,medium,synthetic,missing_required,,False,True,0,0.0,False,0,9.345e-05
p2_missing_required_gpt4o_mini_medical_058_3f22dd,medical_058,gpt4o_mini,medical,medium,synthetic,missing_required,get_patient_record,True,False,2,1.08,True,0,0.000408
p2_missing_required_gpt4o_mini_calendar_097_a945b5,calendar_097,gpt4o_mini,calendar,medium,synthetic,missing_required,,False,False,0,0.0,False,0,0.00010995
p2_missing_required_gpt4o_mini_toolbench_syn_0039_385c94,toolbench_syn_0039,gpt4o_mini,medical,medium,toolbench_synthetic,missing_required,,False,False,0,0.0,False,0,4.2149999999999995e-05
p2_missing_required_gpt4o_mini_weather_100_23f99d,weather_100,gpt4o_mini,weather,medium,synthetic,missing_required,get_weather,True,True,1,0.54,False,1,0.0006245999999999
p2_missing_required_gpt4o_mini_toolbench_syn_0018_c3a600,toolbench_syn_0018,gpt4o_mini,weather,medium,toolbench_synthetic,missing_required,,False,False,0,0.0,False,0,4.125e-05
p2_missing_required_gpt4o_mini_calendar_025_46ffbd,calendar_025,gpt4o_mini,calendar,easy,synthetic,missing_required,,False,True,0,0.0,False,0,4.71e-05
p2_missing_required_gpt4o_mini_weather_098_bb4ac2,weather_098,gpt4o_mini,weather,medium,synthetic,missing_required,get_weather,True,True,1,0.54,False,1,0.0006384
p2_missing_required_gpt4o_mini_medical_089_5077b8,medical_089,gpt4o_mini,medical,medium,synthetic,missing_required,get_patient_record,True,False,2,1.08,True,0,0.0004207499999999
p2_missing_required_gpt4o_mini_medical_043_5a522e,medical_043,gpt4o_mini,medical,easy,synthetic,missing_required,,False,True,0,0.0,False,0,6.63e-05
p2_missing_required_gpt4o_mini_weather_043_ab1fbd,weather_043,gpt4o_mini,weather,easy,synthetic,missing_required,,False,True,0,0.0,False,0,4.484999999999999e-05
p2_missing_required_gpt4o_mini_medical_067_12b9d0,medical_067,gpt4o_mini,medical,medium,synthetic,missing_required,get_patient_record,True,False,2,1.08,True,0,0.0004355999999999
p2_missing_required_gpt4o_mini_calendar_093_563251,calendar_093,gpt4o_mini,calendar,medium,synthetic,missing_required,create_event,True,True,1,0.54,False,1,0.0005943
p2_missing_required_gpt4o_mini_weather_061_ebc431,weather_061,gpt4o_mini,weather,medium,synthetic,missing_required,get_weather,True,True,1,0.54,False,1,0.0005709
p2_missing_required_gpt4o_mini_toolbench_syn_0084_51abd5,toolbench_syn_0084,gpt4o_mini,weather,medium,toolbench_synthetic,missing_required,,False,False,0,0.0,False,0,4.53e-05
p2_missing_required_gpt4o_mini_medical_027_3ac4ef,medical_027,gpt4o_mini,medical,easy,synthetic,missing_required,,False,True,0,0.0,False,0,6.06e-05
p2_missing_required_gpt4o_mini_medical_055_38ca52,medical_055,gpt4o_mini,medical,medium,synthetic,missing_required,get_patient_record,True,True,1,0.54,False,0,0.00021615
p2_missing_required_gpt4o_mini_weather_020_e1ca14,weather_020,gpt4o_mini,weather,easy,synthetic,missing_required,,False,True,0,0.0,False,0,4.815e-05
p2_missing_required_gpt4o_mini_medical_019_624422,medical_019,gpt4o_mini,medical,easy,synthetic,missing_required,,False,False,0,0.0,False,0,4.5e-05
p2_missing_required_gpt4o_mini_calendar_019_c2a347,calendar_019,gpt4o_mini,calendar,easy,synthetic,missing_required,,False,False,0,0.0,False,0,4.5e-05
p2_missing_required_gpt4o_mini_toolbench_syn_0064_55eb36,toolbench_syn_0064,gpt4o_mini,weather,hard,toolbench_synthetic,missing_required,,False,False,0,0.0,False,0,4.185e-05
p2_missing_required_gpt4o_mini_toolbench_syn_0085_c2c056,toolbench_syn_0085,gpt4o_mini,weather,easy,toolbench_synthetic,missing_required,,False,False,0,0.0,False,0,4.8299999999999995e-05
p2_missing_required_gpt4o_mini_calendar_014_ee4af0,calendar_014,gpt4o_mini,calendar,easy,synthetic,missing_required,get_events,True,False,2,1.08,True,1,0.0002115
p2_missing_required_gpt4o_mini_toolbench_syn_0078_cafc5f,toolbench_syn_0078,gpt4o_mini,weather,hard,toolbench_synthetic,missing_required,,False,False,0,0.0,False,0,4.47e-05
p2_missing_required_gpt4o_mini_weather_028_88aa5d,weather_028,gpt4o_mini,weather,easy,synthetic,missing_required,,False,True,0,0.0,False,0,4.305e-05
p2_missing_required_gpt4o_mini_medical_042_97629a,medical_042,gpt4o_mini,medical,easy,synthetic,missing_required,,False,True,0,0.0,False,0,6.24e-05
p2_missing_required_gpt4o_mini_medical_021_dc74f3,medical_021,gpt4o_mini,medical,easy,synthetic,missing_required,,False,True,0,0.0,False,0,4.395e-05
p2_missing_required_gpt4o_mini_weather_087_f2579e,weather_087,gpt4o_mini,weather,medium,synthetic,missing_required,,False,False,0,0.0,False,0,8.115e-05
p2_missing_required_gpt4o_mini_medical_094_54e739,medical_094,gpt4o_mini,medical,medium,synthetic,missing_required,get_patient_record,True,False,2,1.08,True,0,0.0004296
p2_missing_required_gpt4o_mini_toolbench_syn_0061_6eccab,toolbench_syn_0061,gpt4o_mini,weather,hard,toolbench_synthetic,missing_required,,False,False,0,0.0,False,0,4.47e-05
p2_missing_required_gpt4o_mini_weather_026_caf457,weather_026,gpt4o_mini,weather,easy,synthetic,missing_required,,False,False,0,0.0,False,0,6.075e-05
p2_missing_required_gpt4o_mini_toolbench_syn_0007_b4e130,toolbench_syn_0007,gpt4o_mini,medical,medium,toolbench_synthetic,missing_required,,False,True,0,0.0,False,0,4.35e-05
p2_missing_required_gpt4o_mini_medical_022_42c83b,medical_022,gpt4o_mini,medical,easy,synthetic,missing_required,,False,True,0,0.0,False,0,5.25e-05
p2_missing_required_gpt4o_mini_calendar_004_23f3eb,calendar_004,gpt4o_mini,calendar,easy,synthetic,missing_required,get_events,True,False,2,1.08,True,1,0.000207
p2_missing_required_gpt4o_mini_calendar_006_134926,calendar_006,gpt4o_mini,calendar,easy,synthetic,missing_required,,False,True,0,0.0,False,0,7.994999999999999e-05
p2_missing_required_gpt4o_mini_calendar_068_9fd9db,calendar_068,gpt4o_mini,calendar,medium,synthetic,missing_required,get_events,True,False,2,1.08,True,1,0.0002222999999999
p2_missing_required_gpt4o_mini_toolbench_syn_0071_370eaf,toolbench_syn_0071,gpt4o_mini,calendar,medium,toolbench_synthetic,missing_required,get_events,False,False,2,1.08,True,0,0.00042045
p2_missing_required_gpt4o_mini_medical_041_19be6c,medical_041,gpt4o_mini,medical,easy,synthetic,missing_required,,False,True,0,0.0,False,0,4.395e-05
p2_missing_required_gpt4o_mini_weather_049_6f5509,weather_049,gpt4o_mini,weather,easy,synthetic,missing_required,,False,False,0,0.0,False,0,7.125e-05
p2_missing_required_gpt4o_mini_calendar_005_31488c,calendar_005,gpt4o_mini,calendar,easy,synthetic,missing_required,,False,True,0,0.0,False,0,4.71e-05
p2_missing_required_gpt4o_mini_weather_091_07e8fb,weather_091,gpt4o_mini,weather,medium,synthetic,missing_required,get_weather,True,True,1,0.54,False,1,0.0005655
p2_missing_required_gpt4o_mini_calendar_069_09e554,calendar_069,gpt4o_mini,calendar,medium,synthetic,missing_required,create_event,True,True,1,0.54,False,0,0.00052785
p2_missing_required_gpt4o_mini_medical_007_483120,medical_007,gpt4o_mini,medical,easy,synthetic,missing_required,,False,True,0,0.0,False,0,6.09e-05
p2_missing_required_gpt4o_mini_medical_001_f1c261,medical_001,gpt4o_mini,medical,easy,synthetic,missing_required,,False,True,0,0.0,False,0,4.455e-05
p2_missing_required_gpt4o_mini_medical_048_1a6623,medical_048,gpt4o_mini,medical,easy,synthetic,missing_required,,False,True,0,0.0,False,0,6.63e-05
p2_missing_required_gpt4o_mini_weather_063_e25540,weather_063,gpt4o_mini,weather,medium,synthetic,missing_required,,False,False,0,0.0,False,0,7.335e-05
p2_missing_required_gpt4o_mini_calendar_048_5759b0,calendar_048,gpt4o_mini,calendar,easy,synthetic,missing_required,,False,True,0,0.0,False,0,7.214999999999999e-05
p2_missing_required_gpt4o_mini_medical_026_20d691,medical_026,gpt4o_mini,medical,easy,synthetic,missing_required,,False,True,0,0.0,False,0,4.455e-05
p2_missing_required_gpt4o_mini_calendar_010_b6b5c3,calendar_010,gpt4o_mini,calendar,easy,synthetic,missing_required,,False,True,0,0.0,False,0,4.71e-05
p2_missing_required_gpt4o_mini_calendar_047_39d1a1,calendar_047,gpt4o_mini,calendar,easy,synthetic,missing_required,get_events,True,False,2,1.08,True,2,0.00022545
p2_missing_required_gpt4o_mini_medical_095_2c6a02,medical_095,gpt4o_mini,medical,medium,synthetic,missing_required,get_patient_record,True,True,1,0.54,False,0,0.0002120999999999
p2_missing_required_gpt4o_mini_calendar_022_8cd8a0,calendar_022,gpt4o_mini,calendar,easy,synthetic,missing_required,get_events,True,False,2,1.08,True,1,0.0002127
