session_id,task_id,model,domain,difficulty,injection_type,reached_agent2,reached_agent3,has_tool_errors,propagation_path,amplification_factor,final_correct,cost
p4_wrong_parameter_spec_gpt4o_mini_calendar_001_003e19,calendar_001,gpt4o_mini,calendar,easy,wrong_parameter_spec,False,False,False,[1],1,True,0.0002002499999999
p4_wrong_parameter_spec_gpt4o_mini_weather_096_e24144,weather_096,gpt4o_mini,weather,medium,wrong_parameter_spec,True,False,False,"[1, 2]",2,True,0.00026385
p4_wrong_parameter_spec_gpt4o_mini_medical_031_dba729,medical_031,gpt4o_mini,medical,easy,wrong_parameter_spec,True,False,True,"[1, 2]",2,True,0.000285
p4_wrong_parameter_spec_gpt4o_mini_toolbench_syn_0094_3a38cd,toolbench_syn_0094,gpt4o_mini,medical,medium,wrong_parameter_spec,True,True,True,"[1, 2, 3]",3,False,0.00029505
p4_wrong_parameter_spec_gpt4o_mini_calendar_056_1cc0be,calendar_056,gpt4o_mini,calendar,medium,wrong_parameter_spec,True,True,True,"[1, 2, 3]",3,False,0.00064665
p4_wrong_parameter_spec_gpt4o_mini_medical_038_4039f2,medical_038,gpt4o_mini,medical,easy,wrong_parameter_spec,False,False,False,[1],1,True,0.0001916999999999
p4_wrong_parameter_spec_gpt4o_mini_toolbench_syn_0062_670a47,toolbench_syn_0062,gpt4o_mini,weather,hard,wrong_parameter_spec,False,True,False,"[1, 3]",2,False,0.0003454499999999
p4_wrong_parameter_spec_gpt4o_mini_toolbench_syn_0053_1d639a,toolbench_syn_0053,gpt4o_mini,weather,easy,wrong_parameter_spec,False,True,False,"[1, 3]",2,False,0.00017865
p4_wrong_parameter_spec_gpt4o_mini_toolbench_syn_0023_fd43da,toolbench_syn_0023,gpt4o_mini,medical,hard,wrong_parameter_spec,False,False,False,[1],1,True,0.0001368
p4_wrong_parameter_spec_gpt4o_mini_weather_086_803a10,weather_086,gpt4o_mini,weather,medium,wrong_parameter_spec,False,False,False,[1],1,True,0.0002319
p4_wrong_parameter_spec_gpt4o_mini_toolbench_syn_0093_64d319,toolbench_syn_0093,gpt4o_mini,calendar,medium,wrong_parameter_spec,False,False,False,[1],1,True,0.0001898999999999
p4_wrong_parameter_spec_gpt4o_mini_calendar_054_705482,calendar_054,gpt4o_mini,calendar,medium,wrong_parameter_spec,True,True,False,"[1, 2, 3]",3,False,0.0004611
p4_wrong_parameter_spec_gpt4o_mini_calendar_072_fd1de5,calendar_072,gpt4o_mini,calendar,medium,wrong_parameter_spec,True,True,True,"[1, 2, 3]",3,False,0.0006049499999999
p4_wrong_parameter_spec_gpt4o_mini_toolbench_syn_0092_f5f83b,toolbench_syn_0092,gpt4o_mini,medical,hard,wrong_parameter_spec,False,True,False,"[1, 3]",2,False,0.00016365
p4_wrong_parameter_spec_gpt4o_mini_weather_039_1c5ff1,weather_039,gpt4o_mini,weather,easy,wrong_parameter_spec,True,False,False,"[1, 2]",2,True,0.0002736
p4_wrong_parameter_spec_gpt4o_mini_toolbench_syn_0013_a601fa,toolbench_syn_0013,gpt4o_mini,medical,medium,wrong_parameter_spec,True,False,True,"[1, 2]",2,True,0.00068175
p4_wrong_parameter_spec_gpt4o_mini_weather_070_04b6cc,weather_070,gpt4o_mini,weather,medium,wrong_parameter_spec,False,False,False,[1],1,True,0.00030075
p4_wrong_parameter_spec_gpt4o_mini_toolbench_syn_0048_dfccb6,toolbench_syn_0048,gpt4o_mini,medical,hard,wrong_parameter_spec,False,True,False,"[1, 3]",2,False,0.00016365
p4_wrong_parameter_spec_gpt4o_mini_calendar_007_5881de,calendar_007,gpt4o_mini,calendar,easy,wrong_parameter_spec,False,True,False,"[1, 3]",2,False,0.0002222999999999
p4_wrong_parameter_spec_gpt4o_mini_medical_045_eda689,medical_045,gpt4o_mini,medical,easy,wrong_parameter_spec,False,False,False,[1],1,True,0.0001661999999999
p4_wrong_parameter_spec_gpt4o_mini_weather_032_e5cebd,weather_032,gpt4o_mini,weather,easy,wrong_parameter_spec,True,False,False,"[1, 2]",2,True,0.0001839
p4_wrong_parameter_spec_gpt4o_mini_calendar_059_03ac72,calendar_059,gpt4o_mini,calendar,medium,wrong_parameter_spec,False,False,False,[1],1,True,0.00033795
p4_wrong_subtask_gemini_20_flash_weather_089_a742b2,weather_089,gemini_20_flash,weather,medium,wrong_subtask,False,True,False,"[1, 3]",2,False,0.0002251
p4_wrong_parameter_spec_gpt4o_mini_weather_009_3a281d,weather_009,gpt4o_mini,weather,easy,wrong_parameter_spec,True,False,False,"[1, 2]",2,True,0.0002462999999999
p4_wrong_subtask_gemini_20_flash_weather_097_9ecdbd,weather_097,gemini_20_flash,weather,medium,wrong_subtask,False,False,False,[1],1,True,0.0002867
p4_wrong_subtask_gemini_20_flash_toolbench_syn_0003_d4debe,toolbench_syn_0003,gemini_20_flash,calendar,hard,wrong_subtask,False,True,False,"[1, 3]",2,False,0.0001123
p4_wrong_subtask_gemini_20_flash_calendar_100_d623ec,calendar_100,gemini_20_flash,calendar,medium,wrong_subtask,False,False,False,[1],1,True,0.0001926
p4_wrong_subtask_gemini_20_flash_weather_051_f638ac,weather_051,gemini_20_flash,weather,medium,wrong_subtask,False,False,False,[1],1,True,0.0003457
p4_wrong_subtask_gemini_20_flash_medical_098_5889ec,medical_098,gemini_20_flash,medical,medium,wrong_subtask,False,False,False,[1],1,True,0.0002143
p4_wrong_subtask_gemini_20_flash_calendar_032_ab42b5,calendar_032,gemini_20_flash,calendar,easy,wrong_subtask,False,False,False,[1],1,True,0.0001073
p4_wrong_subtask_gemini_20_flash_calendar_021_e7ddb0,calendar_021,gemini_20_flash,calendar,easy,wrong_subtask,False,False,False,[1],1,True,0.0001312
p4_wrong_subtask_gemini_20_flash_toolbench_syn_0058_6c83bb,toolbench_syn_0058,gemini_20_flash,weather,easy,wrong_subtask,False,True,False,"[1, 3]",2,False,0.0001399
p4_wrong_subtask_gemini_20_flash_toolbench_syn_0070_4bb935,toolbench_syn_0070,gemini_20_flash,medical,hard,wrong_subtask,False,True,False,"[1, 3]",2,False,9.36e-05
p4_wrong_subtask_gemini_20_flash_calendar_081_030d3e,calendar_081,gemini_20_flash,calendar,medium,wrong_subtask,False,False,False,[1],1,True,0.0003001
p4_wrong_subtask_gemini_20_flash_weather_038_f2466c,weather_038,gemini_20_flash,weather,easy,wrong_subtask,False,False,False,[1],1,True,0.0002472
p4_wrong_subtask_gemini_20_flash_calendar_061_f1a30f,calendar_061,gemini_20_flash,calendar,medium,wrong_subtask,False,False,False,[1],1,True,0.0002989
p4_wrong_subtask_gemini_20_flash_weather_094_90a3de,weather_094,gemini_20_flash,weather,medium,wrong_subtask,False,False,False,[1],1,True,0.0002768999999999
p4_wrong_subtask_gemini_20_flash_toolbench_syn_0004_a6432c,toolbench_syn_0004,gemini_20_flash,weather,hard,wrong_subtask,False,True,False,"[1, 3]",2,False,0.0001076
p4_wrong_subtask_gemini_20_flash_toolbench_syn_0074_b6d427,toolbench_syn_0074,gemini_20_flash,weather,medium,wrong_subtask,False,True,False,"[1, 3]",2,False,9.3e-05
p4_wrong_subtask_gemini_20_flash_weather_005_5e2bcc,weather_005,gemini_20_flash,weather,easy,wrong_subtask,False,False,False,[1],1,True,0.0005541999999999
p4_wrong_subtask_gemini_20_flash_calendar_089_6c749c,calendar_089,gemini_20_flash,calendar,medium,wrong_subtask,False,False,False,[1],1,True,0.0002695
p4_wrong_subtask_gemini_20_flash_weather_095_29ac45,weather_095,gemini_20_flash,weather,medium,wrong_subtask,False,False,False,[1],1,True,0.0001857
p4_wrong_subtask_gemini_20_flash_medical_093_d5b787,medical_093,gemini_20_flash,medical,medium,wrong_subtask,False,False,False,[1],1,True,0.0001934
p4_wrong_subtask_gemini_20_flash_toolbench_syn_0040_6a1a41,toolbench_syn_0040,gemini_20_flash,medical,medium,wrong_subtask,False,True,False,"[1, 3]",2,False,0.0001363
p4_wrong_subtask_gemini_20_flash_toolbench_syn_0034_3d2bfc,toolbench_syn_0034,gemini_20_flash,calendar,easy,wrong_subtask,False,False,False,[1],1,True,0.0001615
p4_wrong_subtask_gemini_20_flash_medical_014_db264f,medical_014,gemini_20_flash,medical,easy,wrong_subtask,False,False,False,[1],1,True,0.0001037
p4_wrong_subtask_gemini_20_flash_calendar_088_6e034b,calendar_088,gemini_20_flash,calendar,medium,wrong_subtask,False,False,False,[1],1,True,0.0002161
p4_wrong_subtask_gemini_20_flash_calendar_028_6f543f,calendar_028,gemini_20_flash,calendar,easy,wrong_subtask,False,False,False,[1],1,True,0.0001406
p4_wrong_subtask_gemini_20_flash_weather_012_f46196,weather_012,gemini_20_flash,weather,easy,wrong_subtask,False,False,False,[1],1,True,0.0001253
p4_wrong_subtask_gemini_20_flash_weather_007_f17b41,weather_007,gemini_20_flash,weather,easy,wrong_subtask,False,False,False,[1],1,True,0.0001447
p4_wrong_subtask_gemini_20_flash_medical_047_fa768a,medical_047,gemini_20_flash,medical,easy,wrong_subtask,False,True,False,"[1, 3]",2,False,0.0001149
p4_wrong_subtask_gemini_20_flash_toolbench_syn_0045_f1d676,toolbench_syn_0045,gemini_20_flash,weather,easy,wrong_subtask,False,True,False,"[1, 3]",2,False,0.0001122
p4_wrong_subtask_gemini_20_flash_toolbench_syn_0096_e0726a,toolbench_syn_0096,gemini_20_flash,weather,medium,wrong_subtask,False,True,False,"[1, 3]",2,False,0.0002443
p4_wrong_subtask_gemini_20_flash_weather_027_059a49,weather_027,gemini_20_flash,weather,easy,wrong_subtask,False,False,False,[1],1,True,0.0001317
p4_wrong_subtask_gemini_20_flash_weather_090_153ec6,weather_090,gemini_20_flash,weather,medium,wrong_subtask,False,False,False,[1],1,True,0.0002598
p4_wrong_subtask_gemini_20_flash_weather_078_b480ee,weather_078,gemini_20_flash,weather,medium,wrong_subtask,False,False,False,[1],1,True,0.0001584
p4_wrong_subtask_gemini_20_flash_medical_063_df89aa,medical_063,gemini_20_flash,medical,medium,wrong_subtask,True,False,False,"[1, 2]",2,True,0.0001753
p4_wrong_subtask_gemini_20_flash_calendar_085_6e4ad3,calendar_085,gemini_20_flash,calendar,medium,wrong_subtask,False,False,False,[1],1,True,0.0002917
p4_wrong_subtask_gemini_20_flash_medical_008_c249a1,medical_008,gemini_20_flash,medical,easy,wrong_subtask,False,False,False,[1],1,True,0.000166
p4_wrong_subtask_gemini_20_flash_calendar_001_98b68a,calendar_001,gemini_20_flash,calendar,easy,wrong_subtask,False,False,False,[1],1,True,0.0001434
p4_wrong_subtask_gemini_20_flash_calendar_083_61d3fc,calendar_083,gemini_20_flash,calendar,medium,wrong_subtask,False,False,False,[1],1,True,0.0002456
p4_wrong_subtask_gemini_20_flash_weather_096_3c34b8,weather_096,gemini_20_flash,weather,medium,wrong_subtask,False,False,False,[1],1,True,0.0002328
p4_wrong_subtask_gemini_20_flash_toolbench_syn_0094_7cbd40,toolbench_syn_0094,gemini_20_flash,medical,medium,wrong_subtask,False,True,False,"[1, 3]",2,False,0.0001324
p4_wrong_subtask_gemini_20_flash_medical_031_e9fce8,medical_031,gemini_20_flash,medical,easy,wrong_subtask,False,False,False,[1],1,True,0.0001137
p4_wrong_subtask_gemini_20_flash_calendar_056_e56759,calendar_056,gemini_20_flash,calendar,medium,wrong_subtask,False,True,False,"[1, 3]",2,False,0.0001958
p4_wrong_subtask_gemini_20_flash_toolbench_syn_0053_0176a4,toolbench_syn_0053,gemini_20_flash,weather,easy,wrong_subtask,False,True,False,"[1, 3]",2,False,0.0001082
p4_wrong_subtask_gemini_20_flash_toolbench_syn_0062_d971e7,toolbench_syn_0062,gemini_20_flash,weather,hard,wrong_subtask,False,True,False,"[1, 3]",2,False,0.0002238
p4_wrong_subtask_gemini_20_flash_medical_038_08fc8a,medical_038,gemini_20_flash,medical,easy,wrong_subtask,False,False,False,[1],1,True,0.0001655
p4_wrong_subtask_gemini_20_flash_toolbench_syn_0023_ac88e8,toolbench_syn_0023,gemini_20_flash,medical,hard,wrong_subtask,False,False,False,[1],1,True,0.0001483
p4_wrong_subtask_gemini_20_flash_calendar_072_08fdeb,calendar_072,gemini_20_flash,calendar,medium,wrong_subtask,False,False,False,[1],1,True,0.0001985
p4_wrong_subtask_gemini_20_flash_weather_086_5829fa,weather_086,gemini_20_flash,weather,medium,wrong_subtask,False,False,False,[1],1,True,0.0002917
p4_wrong_subtask_gemini_20_flash_toolbench_syn_0093_7d9b7a,toolbench_syn_0093,gemini_20_flash,calendar,medium,wrong_subtask,False,False,False,[1],1,True,0.0001838
p4_wrong_subtask_gemini_20_flash_calendar_054_e5bf8b,calendar_054,gemini_20_flash,calendar,medium,wrong_subtask,False,False,False,[1],1,True,0.0002259
p4_wrong_subtask_gemini_20_flash_toolbench_syn_0013_ce1b8b,toolbench_syn_0013,gemini_20_flash,medical,medium,wrong_subtask,False,False,False,[1],1,True,0.000164
p4_wrong_subtask_gemini_20_flash_weather_039_7b1b7d,weather_039,gemini_20_flash,weather,easy,wrong_subtask,False,False,False,[1],1,True,0.0001785
p4_wrong_subtask_gemini_20_flash_toolbench_syn_0092_d41721,toolbench_syn_0092,gemini_20_flash,medical,hard,wrong_subtask,False,True,False,"[1, 3]",2,False,0.0001534
p4_wrong_subtask_gemini_20_flash_calendar_007_036bc8,calendar_007,gemini_20_flash,calendar,easy,wrong_subtask,False,False,False,[1],1,True,0.0001058
p4_wrong_subtask_gemini_20_flash_weather_070_869ec4,weather_070,gemini_20_flash,weather,medium,wrong_subtask,False,False,False,[1],1,True,0.0003107
p4_wrong_subtask_gemini_20_flash_toolbench_syn_0048_1cb9b0,toolbench_syn_0048,gemini_20_flash,medical,hard,wrong_subtask,False,True,False,"[1, 3]",2,False,0.0001237
p4_wrong_subtask_gemini_20_flash_weather_032_8714ed,weather_032,gemini_20_flash,weather,easy,wrong_subtask,False,False,False,[1],1,True,0.0001324
p4_wrong_subtask_gemini_20_flash_medical_045_a534c9,medical_045,gemini_20_flash,medical,easy,wrong_subtask,False,False,False,[1],1,True,0.000174
p4_wrong_subtask_gemini_20_flash_calendar_059_b67dad,calendar_059,gemini_20_flash,calendar,medium,wrong_subtask,False,False,False,[1],1,True,0.0002946
p4_wrong_subtask_gemini_20_flash_weather_009_1f893a,weather_009,gemini_20_flash,weather,easy,wrong_subtask,False,False,False,[1],1,True,0.0001468
p4_wrong_tool_spec_gemini_20_flash_toolbench_syn_0003_72080a,toolbench_syn_0003,gemini_20_flash,calendar,hard,wrong_tool_spec,True,True,False,"[1, 2, 3]",3,False,0.0001069
p4_wrong_tool_spec_gemini_20_flash_weather_089_b572e6,weather_089,gemini_20_flash,weather,medium,wrong_tool_spec,True,False,False,"[1, 2]",2,True,0.0003042999999999
p4_wrong_tool_spec_gemini_20_flash_weather_097_c162ca,weather_097,gemini_20_flash,weather,medium,wrong_tool_spec,False,False,False,[1],1,True,0.000364
p4_wrong_tool_spec_gemini_20_flash_weather_051_c96b7e,weather_051,gemini_20_flash,weather,medium,wrong_tool_spec,True,False,False,"[1, 2]",2,True,0.0001686
p4_wrong_tool_spec_gemini_20_flash_calendar_100_d684e5,calendar_100,gemini_20_flash,calendar,medium,wrong_tool_spec,False,False,False,[1],1,True,0.0002008
p4_wrong_tool_spec_gemini_20_flash_medical_098_91baac,medical_098,gemini_20_flash,medical,medium,wrong_tool_spec,False,True,False,"[1, 3]",2,False,0.0002102
p4_wrong_tool_spec_gemini_20_flash_calendar_021_5b1507,calendar_021,gemini_20_flash,calendar,easy,wrong_tool_spec,True,False,False,"[1, 2]",2,True,0.0001398
p4_wrong_tool_spec_gemini_20_flash_toolbench_syn_0058_bbc9a5,toolbench_syn_0058,gemini_20_flash,weather,easy,wrong_tool_spec,True,True,False,"[1, 2, 3]",3,False,0.000119
p4_wrong_tool_spec_gemini_20_flash_calendar_032_a759c0,calendar_032,gemini_20_flash,calendar,easy,wrong_tool_spec,True,True,False,"[1, 2, 3]",3,False,0.0002894
p4_wrong_tool_spec_gemini_20_flash_calendar_081_abc985,calendar_081,gemini_20_flash,calendar,medium,wrong_tool_spec,False,True,False,"[1, 3]",2,False,0.0001995
p4_wrong_tool_spec_gemini_20_flash_toolbench_syn_0070_478c6a,toolbench_syn_0070,gemini_20_flash,medical,hard,wrong_tool_spec,True,True,False,"[1, 2, 3]",3,False,0.0001245
p4_wrong_tool_spec_gemini_20_flash_weather_038_3e7823,weather_038,gemini_20_flash,weather,easy,wrong_tool_spec,True,False,False,"[1, 2]",2,True,0.0002543
p4_wrong_tool_spec_gemini_20_flash_calendar_061_922b94,calendar_061,gemini_20_flash,calendar,medium,wrong_tool_spec,False,False,False,[1],1,True,0.0002188
p4_wrong_tool_spec_gemini_20_flash_weather_094_f04302,weather_094,gemini_20_flash,weather,medium,wrong_tool_spec,False,True,False,"[1, 3]",2,False,0.0002763
p4_wrong_tool_spec_gemini_20_flash_toolbench_syn_0004_a39a9c,toolbench_syn_0004,gemini_20_flash,weather,hard,wrong_tool_spec,True,True,False,"[1, 2, 3]",3,False,0.0001148
p4_wrong_tool_spec_gemini_20_flash_weather_005_aeb7dd,weather_005,gemini_20_flash,weather,easy,wrong_tool_spec,True,False,False,"[1, 2]",2,True,0.0005577
p4_wrong_tool_spec_gemini_20_flash_toolbench_syn_0074_0c0d76,toolbench_syn_0074,gemini_20_flash,weather,medium,wrong_tool_spec,True,True,False,"[1, 2, 3]",3,False,0.0001161
p4_wrong_tool_spec_gemini_20_flash_calendar_089_61f35c,calendar_089,gemini_20_flash,calendar,medium,wrong_tool_spec,False,False,False,[1],1,True,0.0002284
p4_wrong_tool_spec_gemini_20_flash_weather_095_8e7d22,weather_095,gemini_20_flash,weather,medium,wrong_tool_spec,True,False,False,"[1, 2]",2,True,0.0001868
p4_wrong_tool_spec_gemini_20_flash_medical_093_862e10,medical_093,gemini_20_flash,medical,medium,wrong_tool_spec,True,False,False,"[1, 2]",2,True,0.0001617
p4_wrong_tool_spec_gemini_20_flash_toolbench_syn_0040_8d53b1,toolbench_syn_0040,gemini_20_flash,medical,medium,wrong_tool_spec,True,True,False,"[1, 2, 3]",3,False,0.0001245
p4_wrong_tool_spec_gemini_20_flash_calendar_088_a379b5,calendar_088,gemini_20_flash,calendar,medium,wrong_tool_spec,False,False,False,[1],1,True,0.0001969
p4_wrong_tool_spec_gemini_20_flash_medical_014_ada638,medical_014,gemini_20_flash,medical,easy,wrong_tool_spec,True,False,False,"[1, 2]",2,True,9.77e-05
p4_wrong_tool_spec_gemini_20_flash_toolbench_syn_0034_bbd00c,toolbench_syn_0034,gemini_20_flash,calendar,easy,wrong_tool_spec,False,False,False,[1],1,True,0.0002226
p4_wrong_tool_spec_gemini_20_flash_calendar_028_4d77f8,calendar_028,gemini_20_flash,calendar,easy,wrong_tool_spec,True,False,False,"[1, 2]",2,True,0.000142
p4_wrong_tool_spec_gemini_20_flash_weather_012_51f2b8,weather_012,gemini_20_flash,weather,easy,wrong_tool_spec,True,False,False,"[1, 2]",2,True,0.0001353
p4_wrong_tool_spec_gemini_20_flash_weather_007_27715f,weather_007,gemini_20_flash,weather,easy,wrong_tool_spec,True,True,False,"[1, 2, 3]",3,False,0.0001515
p4_wrong_tool_spec_gemini_20_flash_medical_047_74a2cb,medical_047,gemini_20_flash,medical,easy,wrong_tool_spec,False,True,False,"[1, 3]",2,False,0.0001383
p4_wrong_tool_spec_gemini_20_flash_toolbench_syn_0096_c993e5,toolbench_syn_0096,gemini_20_flash,weather,medium,wrong_tool_spec,False,True,False,"[1, 3]",2,False,0.0001753
p4_wrong_tool_spec_gemini_20_flash_weather_090_9dca1f,weather_090,gemini_20_flash,weather,medium,wrong_tool_spec,True,False,False,"[1, 2]",2,True,0.0001673
p4_wrong_tool_spec_gemini_20_flash_toolbench_syn_0045_cbbc3f,toolbench_syn_0045,gemini_20_flash,weather,easy,wrong_tool_spec,True,True,True,"[1, 2, 3]",3,False,0.0001795
p4_wrong_tool_spec_gemini_20_flash_weather_027_e4539e,weather_027,gemini_20_flash,weather,easy,wrong_tool_spec,False,False,False,[1],1,True,0.0001399
p4_wrong_tool_spec_gemini_20_flash_weather_078_9df683,weather_078,gemini_20_flash,weather,medium,wrong_tool_spec,True,False,False,"[1, 2]",2,True,0.0001812
p4_wrong_tool_spec_gemini_20_flash_calendar_085_626042,calendar_085,gemini_20_flash,calendar,medium,wrong_tool_spec,False,False,False,[1],1,True,0.0002349
p4_wrong_tool_spec_gemini_20_flash_medical_063_da94d2,medical_063,gemini_20_flash,medical,medium,wrong_tool_spec,True,False,False,"[1, 2]",2,True,0.0001604
p4_wrong_tool_spec_gemini_20_flash_medical_008_6d9762,medical_008,gemini_20_flash,medical,easy,wrong_tool_spec,True,False,False,"[1, 2]",2,True,0.0001675
p4_wrong_tool_spec_gemini_20_flash_weather_096_7aa12a,weather_096,gemini_20_flash,weather,medium,wrong_tool_spec,True,False,False,"[1, 2]",2,True,0.000176
p4_wrong_tool_spec_gemini_20_flash_calendar_083_508e04,calendar_083,gemini_20_flash,calendar,medium,wrong_tool_spec,False,True,False,"[1, 3]",2,False,0.0002106
p4_wrong_tool_spec_gemini_20_flash_calendar_001_1c27a5,calendar_001,gemini_20_flash,calendar,easy,wrong_tool_spec,True,False,False,"[1, 2]",2,True,0.000143
p4_wrong_tool_spec_gemini_20_flash_toolbench_syn_0094_427fcd,toolbench_syn_0094,gemini_20_flash,medical,medium,wrong_tool_spec,False,True,False,"[1, 3]",2,False,0.0001522
p4_wrong_tool_spec_gemini_20_flash_calendar_056_dc07b4,calendar_056,gemini_20_flash,calendar,medium,wrong_tool_spec,False,True,False,"[1, 3]",2,False,0.0001998
p4_wrong_tool_spec_gemini_20_flash_medical_031_b2570a,medical_031,gemini_20_flash,medical,easy,wrong_tool_spec,True,False,False,"[1, 2]",2,True,0.0001077
p4_wrong_tool_spec_gemini_20_flash_medical_038_8aec73,medical_038,gemini_20_flash,medical,easy,wrong_tool_spec,True,False,False,"[1, 2]",2,True,0.0001679
p4_wrong_tool_spec_gemini_20_flash_toolbench_syn_0053_5f39db,toolbench_syn_0053,gemini_20_flash,weather,easy,wrong_tool_spec,True,True,False,"[1, 2, 3]",3,False,0.0001291
p4_wrong_tool_spec_gemini_20_flash_toolbench_syn_0062_d1e165,toolbench_syn_0062,gemini_20_flash,weather,hard,wrong_tool_spec,False,True,False,"[1, 3]",2,False,0.0003523
p4_wrong_tool_spec_gemini_20_flash_weather_086_66bc08,weather_086,gemini_20_flash,weather,medium,wrong_tool_spec,True,False,False,"[1, 2]",2,True,0.0001847
p4_wrong_tool_spec_gemini_20_flash_toolbench_syn_0023_4b86b2,toolbench_syn_0023,gemini_20_flash,medical,hard,wrong_tool_spec,False,False,False,[1],1,True,0.000144
p4_wrong_tool_spec_gemini_20_flash_calendar_072_5f1518,calendar_072,gemini_20_flash,calendar,medium,wrong_tool_spec,False,False,False,[1],1,True,0.0002018
p4_wrong_tool_spec_gemini_20_flash_toolbench_syn_0093_077181,toolbench_syn_0093,gemini_20_flash,calendar,medium,wrong_tool_spec,False,True,False,"[1, 3]",2,False,0.0002368
p4_wrong_tool_spec_gemini_20_flash_calendar_054_214f5f,calendar_054,gemini_20_flash,calendar,medium,wrong_tool_spec,False,False,False,[1],1,True,0.0002432
p4_wrong_tool_spec_gemini_20_flash_toolbench_syn_0013_786d67,toolbench_syn_0013,gemini_20_flash,medical,medium,wrong_tool_spec,False,False,False,[1],1,True,0.000162
p4_wrong_tool_spec_gemini_20_flash_toolbench_syn_0092_417e81,toolbench_syn_0092,gemini_20_flash,medical,hard,wrong_tool_spec,True,True,False,"[1, 2, 3]",3,False,0.0001112
p4_wrong_tool_spec_gemini_20_flash_weather_039_838a95,weather_039,gemini_20_flash,weather,easy,wrong_tool_spec,False,False,False,[1],1,True,0.000157
p4_wrong_tool_spec_gemini_20_flash_toolbench_syn_0048_1c55e3,toolbench_syn_0048,gemini_20_flash,medical,hard,wrong_tool_spec,True,True,False,"[1, 2, 3]",3,False,0.0001055
p4_wrong_tool_spec_gemini_20_flash_weather_070_4d86e4,weather_070,gemini_20_flash,weather,medium,wrong_tool_spec,False,False,False,[1],1,True,0.0002916
p4_wrong_tool_spec_gemini_20_flash_calendar_007_50fdcd,calendar_007,gemini_20_flash,calendar,easy,wrong_tool_spec,True,True,False,"[1, 2, 3]",3,True,0.0001719
p4_wrong_tool_spec_gemini_20_flash_weather_032_9cd014,weather_032,gemini_20_flash,weather,easy,wrong_tool_spec,True,False,False,"[1, 2]",2,True,0.0001454
p4_wrong_tool_spec_gemini_20_flash_calendar_059_5cd55e,calendar_059,gemini_20_flash,calendar,medium,wrong_tool_spec,False,False,False,[1],1,True,0.0002298
p4_wrong_tool_spec_gemini_20_flash_medical_045_a2663e,medical_045,gemini_20_flash,medical,easy,wrong_tool_spec,True,False,False,"[1, 2]",2,True,0.0001146
p4_wrong_tool_spec_gemini_20_flash_weather_009_f25b2b,weather_009,gemini_20_flash,weather,easy,wrong_tool_spec,False,False,False,[1],1,True,0.0001499
p4_wrong_parameter_spec_gemini_20_flash_toolbench_syn_0003_384370,toolbench_syn_0003,gemini_20_flash,calendar,hard,wrong_parameter_spec,False,False,False,[1],1,True,0.0001003
p4_wrong_parameter_spec_gemini_20_flash_weather_089_dfe923,weather_089,gemini_20_flash,weather,medium,wrong_parameter_spec,True,False,False,"[1, 2]",2,True,0.000309
p4_wrong_parameter_spec_gemini_20_flash_weather_097_fc43e6,weather_097,gemini_20_flash,weather,medium,wrong_parameter_spec,False,False,False,[1],1,True,0.0003655
p4_wrong_parameter_spec_gemini_20_flash_weather_051_086c1a,weather_051,gemini_20_flash,weather,medium,wrong_parameter_spec,True,True,False,"[1, 2, 3]",3,False,0.0001706
p4_wrong_parameter_spec_gemini_20_flash_calendar_100_6e3d04,calendar_100,gemini_20_flash,calendar,medium,wrong_parameter_spec,False,True,False,"[1, 3]",2,False,0.0002063
p4_wrong_parameter_spec_gemini_20_flash_medical_098_a73831,medical_098,gemini_20_flash,medical,medium,wrong_parameter_spec,False,False,False,[1],1,True,0.0002026
p4_wrong_parameter_spec_gemini_20_flash_calendar_032_ec6af0,calendar_032,gemini_20_flash,calendar,easy,wrong_parameter_spec,False,False,False,[1],1,True,0.0001266
p4_wrong_parameter_spec_gemini_20_flash_calendar_021_5855bb,calendar_021,gemini_20_flash,calendar,easy,wrong_parameter_spec,False,False,False,[1],1,True,0.000141
p4_wrong_parameter_spec_gemini_20_flash_toolbench_syn_0058_7f0d24,toolbench_syn_0058,gemini_20_flash,weather,easy,wrong_parameter_spec,False,True,False,"[1, 3]",2,False,0.0001365
p4_wrong_parameter_spec_gemini_20_flash_toolbench_syn_0070_2c02e0,toolbench_syn_0070,gemini_20_flash,medical,hard,wrong_parameter_spec,False,True,False,"[1, 3]",2,False,0.0001036
p4_wrong_parameter_spec_gemini_20_flash_calendar_081_563cb6,calendar_081,gemini_20_flash,calendar,medium,wrong_parameter_spec,False,False,False,[1],1,True,0.0002834
p4_wrong_parameter_spec_gemini_20_flash_weather_038_76cd51,weather_038,gemini_20_flash,weather,easy,wrong_parameter_spec,True,False,False,"[1, 2]",2,True,0.0001352
p4_wrong_parameter_spec_gemini_20_flash_calendar_061_4adcae,calendar_061,gemini_20_flash,calendar,medium,wrong_parameter_spec,False,False,False,[1],1,True,0.0002833
p4_wrong_parameter_spec_gemini_20_flash_weather_094_bfd032,weather_094,gemini_20_flash,weather,medium,wrong_parameter_spec,True,False,False,"[1, 2]",2,True,0.0002895
p4_wrong_parameter_spec_gemini_20_flash_toolbench_syn_0004_e984ba,toolbench_syn_0004,gemini_20_flash,weather,hard,wrong_parameter_spec,False,True,False,"[1, 3]",2,False,0.0001049
